NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	7.652	26.207	3.152	24.722	0.081	0.965	6000.0
2	9.17	31.487	4.147	31.013	0.098	0.943	6000.0
3	6.812	23.241	2.735	22.972	0.066	0.964	6000.0
4	9.048	30.993	3.704	29.67	0.103	0.942	6000.0
5	7.064	24.152	3.077	24.856	0.067	0.964	6000.0
6	8.739	29.92	3.451	27.331	0.106	0.95	6000.0
7	8.181	27.97	3.483	27.974	0.081	0.951	6000.0
8	6.76	23.09	2.794	21.616	0.076	0.97	6000.0
9	7.286	24.863	3.519	27.645	0.067	0.956	6000.0
10	8.347	28.609	3.519	26.313	0.093	0.959	6000.0
11	7.047	24.221	2.997	24.738	0.073	0.962	6000.0
12	7.646	26.142	3.356	26.715	0.073	0.959	6000.0
13	6.986	24.045	2.78	22.24	0.06	0.971	6000.0
14	7.109	24.38	2.977	23.888	0.063	0.964	8000.0
15	7.675	26.318	3.509	27.275	0.066	0.958	6000.0
16	8.125	27.689	3.437	27.598	0.081	0.948	6000.0
17	7.315	25.06	2.862	23.452	0.071	0.964	6000.0
18	7.054	24.165	2.872	23.21	0.063	0.968	6000.0
19	8.144	27.935	3.417	27.205	0.089	0.957	6000.0
20	7.185	24.665	3.042	23.962	0.071	0.965	6000.0
21	7.216	24.714	2.98	24.38	0.074	0.965	6000.0
22	7.381	25.38	2.982	24.619	0.081	0.962	6000.0
23	7.007	23.993	2.782	22.611	0.08	0.967	6000.0
24	8.247	28.344	3.39	28.262	0.082	0.951	6000.0
25	9.458	32.486	3.95	32.332	0.099	0.93	6000.0
26	8.335	28.473	3.639	27.949	0.084	0.955	6000.0
27	8.146	27.928	3.46	27.626	0.073	0.956	6000.0
28	7.187	24.685	3.251	26.542	0.077	0.955	6000.0
29	7.137	24.419	2.921	23.616	0.066	0.963	6000.0
30	8.892	30.503	3.654	28.901	0.094	0.947	6000.0
31	6.845	23.464	2.99	24.104	0.053	0.961	6000.0
32	7.798	26.696	3.325	27.029	0.063	0.957	6000.0
33	8.1	27.595	3.385	25.909	0.081	0.96	6000.0
34	6.398	21.863	2.674	22.121	0.067	0.97	6000.0
35	7.671	26.258	3.2	26.568	0.1	0.952	6000.0
36	6.713	23.08	2.95	23.414	0.066	0.965	6000.0
37	9.35	31.897	4.11	32.046	0.106	0.929	6000.0
38	7.057	24.143	3.076	24.349	0.06	0.96	6000.0
39	7.335	25.149	3.192	26.351	0.079	0.956	6000.0
40	6.69	22.783	2.827	21.96	0.058	0.967	6000.0
41	8.449	28.966	3.513	28.157	0.085	0.954	6000.0
42	7.906	27.044	3.445	27.462	0.081	0.955	7000.0
43	8.638	29.46	3.751	29.067	0.094	0.952	8000.0
44	7.933	27.158	3.279	25.045	0.091	0.964	6000.0
45	6.968	23.907	3.072	23.939	0.077	0.962	6000.0
46	7.689	26.409	3.452	27.135	0.069	0.953	6000.0
47	8.433	28.809	3.546	28.591	0.094	0.948	7000.0
48	7.335	25.311	3.14	25.998	0.09	0.946	6000.0
49	6.916	23.601	2.883	22.103	0.082	0.965	6000.0
50	6.948	23.798	2.58	20.756	0.074	0.974	6000.0
51	6.74	23.068	2.785	22.386	0.067	0.969	6000.0
52	8.513	29.104	3.557	29.055	0.115	0.942	6000.0
53	6.851	23.59	2.683	22.307	0.065	0.968	6000.0
54	6.591	22.645	2.815	22.676	0.058	0.966	6000.0
55	6.399	21.923	2.751	22.543	0.051	0.97	6000.0
56	7.776	26.623	3.213	25.777	0.09	0.951	6000.0
57	7.461	25.669	3.275	25.347	0.082	0.957	6000.0
58	6.448	22.016	2.786	22.399	0.068	0.967	6000.0
59	8.04	27.582	3.117	25.738	0.081	0.96	6000.0
60	7.863	26.924	3.449	26.632	0.079	0.958	6000.0
61	9.923	33.879	4.196	30.926	0.116	0.941	6000.0
62	7.054	24.173	3.021	24.725	0.059	0.963	6000.0
63	7.49	25.67	3.004	24.702	0.082	0.958	6000.0
64	8.373	28.793	3.207	26.286	0.106	0.956	6000.0
65	9.137	31.359	3.742	29.487	0.111	0.945	6000.0
66	6.854	23.498	2.756	22.068	0.077	0.966	6000.0
67	8.005	27.535	3.312	26.948	0.091	0.953	6000.0
68	8.71	29.692	3.806	30.918	0.09	0.938	6000.0
69	7.858	26.772	3.219	25.375	0.083	0.955	6000.0
70	7.101	24.218	3.281	24.64	0.069	0.956	6000.0
71	6.204	21.242	2.694	22.083	0.059	0.965	7000.0
72	7.517	25.612	3.041	25.057	0.075	0.961	6000.0
73	7.19	24.572	3.427	26.347	0.067	0.959	6000.0
74	7.978	27.386	3.443	27.814	0.08	0.954	6000.0
75	8.381	28.597	3.588	28.075	0.095	0.955	6000.0
76	7.75	26.465	3.22	25.692	0.085	0.961	6000.0
77	7.283	24.896	3.207	25.018	0.061	0.959	6000.0
78	8.065	27.56	3.269	26.161	0.095	0.956	6000.0
79	7.799	26.812	3.053	26.09	0.101	0.952	6000.0
80	8.818	30.132	3.628	28.617	0.098	0.948	6000.0
81	7.231	24.856	2.975	24.488	0.06	0.963	6000.0
82	8.352	28.387	3.307	26.973	0.091	0.952	6000.0
83	6.487	22.267	2.676	21.904	0.061	0.971	6000.0
84	8.505	29.202	3.446	27.831	0.095	0.947	7000.0
85	5.514	19.039	2.339	19.212	0.056	0.975	6000.0
86	8.074	27.794	3.411	26.059	0.089	0.954	6000.0
87	6.675	22.794	2.663	22.042	0.071	0.97	6000.0
88	7.056	24.14	3.077	25.396	0.064	0.96	6000.0
89	6.894	23.651	2.779	22.81	0.07	0.968	6000.0
90	7.62	25.955	3.246	26.441	0.068	0.953	6000.0
91	7.305	25.054	2.993	24.092	0.092	0.955	6000.0
92	6.212	21.322	2.544	20.764	0.058	0.974	6000.0
93	7.638	26.218	3.183	26.582	0.069	0.959	6000.0
94	7.28	24.921	2.954	24.326	0.075	0.96	6000.0
95	8.848	30.192	3.77	29.474	0.084	0.944	6000.0
96	7.832	26.789	3.214	25.891	0.085	0.958	6000.0
97	7.082	24.171	2.966	23.909	0.075	0.962	6000.0
98	8.16	27.858	3.275	26.724	0.08	0.957	6000.0
99	6.661	22.827	2.817	22.914	0.061	0.97	6000.0
100	7.028	24.153	2.967	24.319	0.06	0.964	6000.0
101	7.64	26.18	3.167	26.2	0.072	0.959	6000.0
102	7.253	24.979	3.024	25.823	0.078	0.954	6000.0
103	8.62	29.601	3.564	28.626	0.097	0.95	6000.0
104	8.029	27.552	3.304	27.382	0.074	0.956	6000.0
105	8.232	28.206	3.317	27.578	0.075	0.953	6000.0
106	6.553	22.535	2.658	21.873	0.065	0.971	6000.0
107	8.721	29.878	3.677	30.017	0.095	0.946	6000.0
108	7.906	27.254	3.372	26.359	0.077	0.962	6000.0
109	7.724	26.343	3.346	26.535	0.088	0.956	6000.0
110	7.713	26.442	3.173	25.116	0.081	0.964	6000.0
111	8.459	29.109	3.514	29.052	0.082	0.949	6000.0
112	9.112	31.215	3.847	31.028	0.092	0.943	6000.0
113	8.676	29.718	3.59	28.257	0.106	0.952	6000.0
114	8.083	27.696	3.435	26.975	0.082	0.955	6000.0
115	8.782	30.09	3.887	30.88	0.103	0.932	6000.0
116	7.856	26.857	3.271	26.456	0.084	0.952	6000.0
117	7.824	26.729	3.525	27.403	0.075	0.952	6000.0
118	7.16	24.695	2.95	24.823	0.061	0.961	6000.0
119	7.279	24.897	3.099	24.662	0.09	0.963	6000.0
120	7.97	27.192	3.381	27.165	0.078	0.954	6000.0
121	6.558	22.68	2.633	22.53	0.07	0.961	6000.0
122	6.528	22.274	2.8	22.08	0.062	0.968	6000.0
123	7.556	25.89	3.169	26.2	0.066	0.957	6000.0
124	7.081	24.189	3.125	24.388	0.08	0.964	6000.0
125	7.389	25.194	3.363	25.796	0.091	0.96	6000.0
