De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 48-A, Signature CN1 (9.22%) & Signature CN2 (43.28%) & Signature CN13 (47.50%), 61.54,  34.77, 0.465, 0.94, 0.93
