NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	1.593	9.09	0.839	8.29	0.03	0.994	6000.0
2	0.399	2.321	0.262	2.066	0.007	1.0	6000.0
3	0.713	3.748	0.447	4.027	0.014	0.998	6000.0
4	1.674	9.95	0.871	7.82	0.043	0.995	6000.0
5	0.99	5.3	0.649	5.488	0.029	0.997	6000.0
6	0.996	5.591	0.584	5.164	0.022	0.998	6000.0
7	0.743	4.177	0.47	4.451	0.02	0.998	6000.0
8	1.534	9.022	0.822	7.414	0.026	0.995	6000.0
9	1.643	9.09	0.842	7.666	0.033	0.996	6000.0
10	0.789	4.498	0.458	4.23	0.01	0.998	6000.0
11	0.951	5.243	0.589	5.249	0.022	0.997	6000.0
12	2.034	11.265	1.026	9.27	0.034	0.995	6000.0
13	0.813	4.427	0.489	4.253	0.014	0.998	6000.0
14	1.427	7.718	0.696	6.5	0.026	0.997	6000.0
15	1.454	8.017	0.737	6.61	0.028	0.997	7000.0
16	0.828	4.776	0.479	4.336	0.022	0.998	6000.0
17	1.17	6.677	0.641	5.813	0.014	0.997	6000.0
18	0.879	5.063	0.491	4.602	0.016	0.998	6000.0
19	1.649	9.28	0.896	8.224	0.031	0.997	6000.0
20	0.694	3.836	0.44	3.882	0.013	0.999	6000.0
21	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
22	1.266	7.106	0.698	6.573	0.027	0.998	6000.0
23	1.717	9.904	0.89	8.093	0.029	0.995	6000.0
24	1.69	9.517	0.857	8.131	0.027	0.996	6000.0
25	0.836	4.719	0.523	5.263	0.021	0.996	7000.0
26	1.466	8.177	0.757	6.899	0.017	0.997	6000.0
27	2.063	11.809	1.034	10.535	0.036	0.992	6000.0
28	2.57	14.219	1.44	13.757	0.051	0.987	6000.0
29	1.539	8.691	0.762	7.194	0.03	0.997	6000.0
30	1.05	5.789	0.56	4.632	0.017	0.998	6000.0
31	1.493	8.542	0.761	7.113	0.018	0.997	6000.0
32	2.527	14.159	1.374	12.586	0.037	0.99	9000.0
33	0.414	2.394	0.291	2.648	0.014	0.999	6000.0
34	0.787	4.133	0.528	5.268	0.018	0.996	6000.0
35	1.45	7.921	0.873	8.342	0.028	0.994	6000.0
36	1.554	8.758	0.752	6.775	0.023	0.998	6000.0
