NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.458	14.097	1.202	11.668	0.068	0.991	6000.0
2	2.051	11.063	1.122	8.955	0.045	0.996	6000.0
3	1.571	8.412	0.894	7.975	0.04	0.995	6000.0
4	3.621	20.522	1.752	15.202	0.086	0.984	6000.0
5	2.964	16.793	1.599	13.889	0.06	0.991	6000.0
6	2.781	15.647	1.419	12.361	0.05	0.993	6000.0
7	3.2	18.2	1.636	14.675	0.066	0.989	6000.0
8	2.752	15.73	1.389	12.085	0.053	0.993	6000.0
9	2.882	15.91	1.43	13.753	0.071	0.987	6000.0
10	2.889	16.5	1.404	12.866	0.052	0.989	6000.0
11	3.297	17.964	1.62	15.013	0.051	0.988	6000.0
12	3.201	18.085	1.606	14.322	0.076	0.989	6000.0
13	2.657	15.36	1.353	12.031	0.055	0.991	6000.0
14	2.928	16.536	1.363	12.667	0.067	0.992	6000.0
15	2.715	15.24	1.257	11.161	0.075	0.993	6000.0
16	2.642	14.547	1.281	11.278	0.05	0.993	6000.0
17	3.316	18.795	1.593	14.371	0.072	0.99	6000.0
18	2.562	14.328	1.362	12.424	0.063	0.988	7000.0
19	3.432	19.296	1.635	15.048	0.077	0.99	6000.0
20	1.732	9.482	0.861	7.395	0.028	0.997	6000.0
21	2.037	11.55	1.108	9.801	0.03	0.994	6000.0
22	3.644	19.869	1.792	16.499	0.084	0.982	6000.0
23	2.882	16.138	1.443	13.102	0.055	0.99	6000.0
24	2.683	14.994	1.195	11.401	0.059	0.993	6000.0
25	2.419	13.469	1.192	10.743	0.052	0.992	6000.0
26	2.84	16.101	1.49	13.126	0.072	0.99	6000.0
27	4.207	23.567	2.257	21.624	0.083	0.979	6000.0
28	3.583	20.135	1.81	17.352	0.082	0.98	6000.0
29	2.889	16.031	1.301	12.619	0.063	0.99	6000.0
30	2.082	11.683	1.074	8.812	0.063	0.996	6000.0
31	3.169	17.72	1.489	14.054	0.06	0.985	6000.0
32	4.119	23.261	2.094	19.428	0.071	0.979	6000.0
33	3.313	18.951	1.879	16.714	0.053	0.985	8000.0
34	2.064	11.649	1.042	9.491	0.04	0.994	6000.0
35	3.165	17.527	1.679	15.625	0.083	0.983	6000.0
36	3.192	17.964	1.505	13.702	0.055	0.99	6000.0
37	2.841	16.216	1.475	12.9	0.057	0.993	6000.0
38	2.844	15.641	1.298	11.874	0.06	0.99	6000.0
39	3.073	16.623	1.48	13.411	0.075	0.986	6000.0
40	1.767	9.765	0.821	7.347	0.035	0.997	6000.0
41	1.922	10.521	1.026	8.724	0.027	0.994	8000.0
42	2.199	12.285	1.334	12.089	0.075	0.99	6000.0
43	3.645	20.696	1.785	17.219	0.08	0.984	6000.0
44	2.799	15.441	1.335	12.081	0.056	0.994	6000.0
45	5.051	28.349	2.676	24.28	0.103	0.962	6000.0
46	2.922	16.611	1.391	13.695	0.056	0.985	6000.0
47	2.064	11.452	1.04	9.63	0.04	0.994	6000.0
48	2.492	13.831	1.28	11.252	0.05	0.994	6000.0
49	3.114	17.35	1.424	12.927	0.081	0.992	6000.0
50	2.943	16.929	1.541	13.954	0.036	0.988	6000.0
51	1.648	9.242	0.89	7.512	0.053	0.997	6000.0
52	4.142	23.807	1.915	19.203	0.107	0.978	6000.0
53	2.803	15.9	1.478	12.927	0.053	0.988	6000.0
54	2.773	15.677	1.396	12.242	0.07	0.993	6000.0
55	2.205	12.344	1.177	11.281	0.058	0.99	6000.0
56	3.284	17.663	1.608	14.55	0.054	0.988	6000.0
57	2.364	13.218	1.18	11.227	0.042	0.991	6000.0
58	2.006	11.478	1.059	8.845	0.044	0.994	6000.0
59	3.348	18.722	1.601	14.841	0.08	0.988	6000.0
60	3.015	17.14	1.52	13.68	0.051	0.989	6000.0
61	2.872	15.843	1.463	12.758	0.058	0.99	6000.0
62	3.221	17.374	1.581	13.477	0.064	0.99	6000.0
63	2.14	11.892	1.02	9.199	0.04	0.995	6000.0
64	3.041	17.534	1.535	14.346	0.049	0.986	6000.0
65	3.394	19.395	1.757	16.612	0.067	0.979	6000.0
66	2.617	14.918	1.25	11.889	0.055	0.992	6000.0
67	3.662	21.038	1.837	18.002	0.074	0.981	6000.0
68	3.575	19.909	1.785	17.025	0.069	0.983	7000.0
69	2.561	13.969	1.181	10.777	0.049	0.993	6000.0
70	3.001	16.769	1.53	14.068	0.065	0.987	7000.0
71	2.974	16.282	1.519	14.188	0.082	0.986	6000.0
72	2.122	11.929	1.13	9.422	0.045	0.996	6000.0
73	2.774	15.311	1.41	12.829	0.06	0.991	6000.0
74	2.4	13.802	1.309	11.739	0.045	0.992	6000.0
75	1.906	10.389	0.94	8.413	0.036	0.996	6000.0
76	1.635	9.264	0.926	7.766	0.017	0.997	6000.0
77	2.501	14.148	1.31	12.575	0.074	0.986	6000.0
78	2.075	11.649	1.053	9.645	0.041	0.994	6000.0
79	2.901	16.404	1.482	13.811	0.065	0.989	6000.0
80	3.205	18.309	1.671	15.349	0.079	0.983	6000.0
81	2.438	13.651	1.314	12.306	0.066	0.99	6000.0
82	3.632	19.651	1.749	16.782	0.092	0.98	6000.0
83	1.876	10.73	1.03	8.993	0.031	0.995	6000.0
84	3.505	19.255	1.812	16.244	0.062	0.984	6000.0
85	2.517	14.134	1.348	12.27	0.058	0.99	9000.0
86	2.813	15.977	1.387	12.921	0.049	0.989	6000.0
87	3.804	21.487	1.868	18.521	0.087	0.98	6000.0
88	2.955	17.267	1.487	13.428	0.053	0.989	6000.0
89	1.758	9.594	0.871	7.646	0.037	0.996	6000.0
90	3.584	19.689	1.883	16.363	0.074	0.985	6000.0
91	1.718	9.533	0.87	7.553	0.035	0.996	6000.0
92	3.026	16.533	1.48	13.266	0.06	0.991	6000.0
93	3.422	19.315	1.777	16.807	0.065	0.986	6000.0
94	3.174	17.823	1.544	14.227	0.069	0.989	6000.0
95	2.648	15.281	1.343	12.246	0.042	0.991	6000.0
96	2.013	11.254	1.027	8.611	0.046	0.996	6000.0
97	2.394	13.775	1.225	11.135	0.041	0.992	6000.0
98	2.739	15.038	1.464	13.79	0.075	0.987	6000.0
99	2.444	13.887	1.326	12.473	0.037	0.991	6000.0
100	2.997	16.928	1.506	14.305	0.052	0.989	6000.0
101	3.591	20.068	1.82	16.114	0.085	0.984	6000.0
102	2.121	11.957	1.054	9.4	0.043	0.996	8000.0
103	2.676	14.782	1.392	12.598	0.048	0.993	6000.0
104	1.747	9.887	1.02	9.289	0.038	0.994	6000.0
105	2.675	15.238	1.349	12.872	0.058	0.99	7000.0
106	2.2	12.242	1.178	10.876	0.056	0.991	6000.0
107	2.703	14.81	1.317	12.32	0.056	0.99	6000.0
108	1.903	10.631	0.91	8.324	0.036	0.995	6000.0
109	2.909	16.404	1.553	13.97	0.069	0.988	6000.0
110	4.107	23.142	2.304	20.504	0.058	0.976	6000.0
111	2.644	14.426	1.315	11.468	0.048	0.993	6000.0
112	2.379	13.455	1.15	10.228	0.047	0.995	6000.0
113	2.682	15.953	1.556	13.173	0.041	0.989	6000.0
114	1.987	10.933	1.088	9.076	0.047	0.995	6000.0
115	3.513	19.984	1.714	17.532	0.085	0.98	6000.0
116	2.769	15.674	1.394	13.119	0.069	0.991	6000.0
117	3.391	18.193	1.731	16.024	0.078	0.98	6000.0
118	2.091	11.799	0.988	8.622	0.046	0.995	6000.0
119	2.206	12.305	1.101	11.068	0.066	0.989	6000.0
120	2.59	14.864	1.294	12.004	0.046	0.991	6000.0
121	2.575	14.647	1.298	11.909	0.053	0.991	6000.0
122	2.515	13.484	1.259	11.576	0.071	0.988	6000.0
123	1.791	10.014	0.919	8.171	0.037	0.996	6000.0
124	3.042	17.197	1.527	14.122	0.06	0.985	6000.0
125	2.19	12.514	1.135	9.752	0.038	0.994	6000.0
126	3.791	21.182	1.969	17.288	0.085	0.985	6000.0
127	1.765	10.074	1.005	8.559	0.055	0.995	6000.0
128	2.833	15.612	1.327	11.203	0.073	0.993	6000.0
129	2.401	13.47	1.306	12.556	0.052	0.99	6000.0
130	2.774	15.394	1.429	12.597	0.054	0.991	6000.0
131	2.797	15.557	1.459	13.614	0.044	0.991	6000.0
132	3.069	16.882	1.554	15.011	0.051	0.984	6000.0
133	3.089	17.267	1.461	14.072	0.056	0.99	6000.0
134	2.935	16.628	1.402	13.383	0.069	0.99	6000.0
135	2.724	15.453	1.335	13.046	0.059	0.988	6000.0
136	4.713	26.723	2.346	22.92	0.088	0.969	6000.0
137	4.17	23.111	2.044	20.226	0.077	0.975	6000.0
138	2.659	15.14	1.382	13.073	0.046	0.99	6000.0
139	2.847	15.864	1.402	13.232	0.072	0.987	6000.0
140	3.131	17.396	1.705	15.593	0.05	0.984	6000.0
141	2.231	12.316	1.081	9.622	0.058	0.995	6000.0
142	3.46	19.45	1.899	17.62	0.039	0.985	6000.0
143	2.805	16.182	1.424	13.633	0.075	0.985	6000.0
144	2.426	13.876	1.229	11.304	0.045	0.992	6000.0
145	2.271	12.923	1.163	10.47	0.049	0.995	6000.0
146	1.979	11.47	1.103	9.997	0.043	0.994	6000.0
147	2.624	14.715	1.345	12.65	0.041	0.992	6000.0
148	3.488	19.484	1.716	15.483	0.083	0.986	6000.0
149	2.26	12.573	1.192	10.782	0.039	0.993	6000.0
150	3.108	16.974	1.622	14.936	0.059	0.98	6000.0
151	2.845	15.78	1.464	13.09	0.054	0.99	6000.0
152	2.525	13.931	1.289	11.794	0.065	0.99	6000.0
153	2.917	16.406	1.379	12.874	0.053	0.99	6000.0
154	2.765	15.286	1.343	12.844	0.055	0.987	8000.0
155	2.258	12.636	1.109	10.451	0.042	0.994	6000.0
156	3.676	21.479	1.805	17.11	0.094	0.976	6000.0
157	2.89	16.649	1.486	14.515	0.059	0.988	6000.0
158	3.67	20.487	1.742	16.138	0.079	0.986	6000.0
159	4.085	22.879	1.988	17.896	0.09	0.977	6000.0
160	2.504	13.913	1.237	10.881	0.043	0.994	6000.0
161	3.126	17.372	1.585	14.713	0.064	0.988	6000.0
162	1.654	9.03	0.808	7.404	0.036	0.996	6000.0
163	3.566	20.066	1.91	17.191	0.068	0.985	6000.0
164	3.281	18.627	1.873	16.464	0.043	0.975	6000.0
165	3.188	17.992	1.682	15.675	0.058	0.987	6000.0
166	3.062	17.198	1.506	13.537	0.055	0.985	6000.0
167	3.029	17.189	1.607	14.72	0.055	0.988	8000.0
168	3.233	17.779	1.589	14.058	0.066	0.989	6000.0
169	3.113	17.985	1.551	14.137	0.068	0.985	6000.0
170	3.209	18.108	1.652	15.959	0.046	0.986	6000.0
171	2.688	14.744	1.296	11.676	0.059	0.991	6000.0
172	2.777	15.771	1.285	11.905	0.067	0.992	6000.0
173	2.567	14.885	1.443	13.105	0.067	0.99	6000.0
174	2.907	16.043	1.363	13.244	0.074	0.983	6000.0
175	3.132	18.183	1.53	14.055	0.072	0.989	6000.0
176	2.849	15.863	1.364	12.707	0.054	0.99	6000.0
177	2.6	14.638	1.245	10.844	0.054	0.994	6000.0
178	3.085	17.486	1.639	15.242	0.064	0.987	6000.0
179	3.011	16.92	1.563	13.832	0.045	0.99	6000.0
180	3.086	16.526	1.48	13.462	0.062	0.988	6000.0
181	2.475	13.904	1.397	12.218	0.059	0.99	6000.0
182	2.026	11.663	1.024	9.674	0.034	0.995	6000.0
183	2.354	13.312	1.254	10.566	0.052	0.994	6000.0
184	4.122	22.936	1.97	18.392	0.086	0.981	6000.0
185	2.895	16.076	1.518	14.238	0.056	0.985	6000.0
186	2.563	14.465	1.277	12.158	0.049	0.991	6000.0
187	2.706	15.22	1.309	12.907	0.074	0.989	6000.0
188	3.673	20.75	1.921	17.644	0.073	0.979	6000.0
189	4.331	23.988	2.152	19.49	0.079	0.985	6000.0
190	3.078	17.343	1.573	14.327	0.055	0.987	6000.0
191	3.166	18.099	1.71	15.511	0.049	0.981	6000.0
192	2.96	16.383	1.404	13.275	0.069	0.99	6000.0
193	2.506	14.147	1.38	12.538	0.06	0.991	6000.0
194	3.5	20.468	1.699	16.133	0.07	0.982	6000.0
195	2.776	15.406	1.456	13.723	0.051	0.986	6000.0
196	3.504	19.935	1.689	15.958	0.074	0.982	6000.0
197	2.588	14.881	1.412	13.35	0.072	0.984	6000.0
198	3.527	19.709	1.768	15.765	0.06	0.986	6000.0
199	3.427	19.254	1.874	16.629	0.061	0.986	6000.0
200	3.493	19.885	1.761	15.74	0.064	0.985	6000.0
201	2.516	14.164	1.324	12.092	0.038	0.992	6000.0
202	2.931	15.935	1.362	12.862	0.073	0.989	6000.0
203	1.749	9.72	0.932	7.96	0.048	0.996	6000.0
204	3.12	17.359	1.656	14.62	0.058	0.988	6000.0
205	2.912	16.436	1.563	14.811	0.048	0.986	6000.0
206	3.397	18.942	1.81	16.748	0.069	0.981	6000.0
207	3.894	21.897	1.826	17.045	0.105	0.981	6000.0
208	2.25	13.02	1.261	11.561	0.055	0.991	6000.0
209	2.441	13.79	1.214	11.012	0.047	0.994	6000.0
210	2.074	11.675	1.016	8.952	0.046	0.996	6000.0
211	2.761	15.51	1.385	12.085	0.073	0.991	6000.0
212	3.002	16.425	1.467	12.629	0.064	0.99	6000.0
213	3.266	18.444	1.719	15.54	0.063	0.986	6000.0
214	2.324	13.05	1.227	11.62	0.043	0.992	6000.0
215	3.505	19.453	1.626	15.811	0.086	0.979	6000.0
216	3.44	18.919	1.601	15.049	0.085	0.984	6000.0
217	2.746	15.253	1.321	12.589	0.056	0.987	6000.0
218	3.598	19.706	1.751	15.743	0.077	0.987	6000.0
219	3.023	17.054	1.563	13.768	0.053	0.99	6000.0
220	2.61	14.567	1.34	11.783	0.044	0.992	6000.0
221	2.213	12.494	1.203	11.439	0.028	0.992	6000.0
222	2.802	15.37	1.357	12.912	0.061	0.989	6000.0
223	3.129	17.349	1.489	12.894	0.084	0.991	6000.0
224	2.588	14.509	1.408	12.826	0.045	0.991	6000.0
225	2.111	11.674	1.155	9.968	0.032	0.994	6000.0
226	3.099	16.994	1.644	14.271	0.043	0.987	6000.0
227	2.808	15.849	1.463	13.325	0.075	0.988	6000.0
228	2.873	16.435	1.59	14.799	0.072	0.985	6000.0
229	2.436	12.961	1.271	10.994	0.056	0.991	6000.0
230	2.796	15.605	1.332	11.963	0.052	0.993	6000.0
231	2.612	14.454	1.204	11.003	0.047	0.992	6000.0
232	4.316	24.048	2.067	20.834	0.088	0.976	6000.0
233	2.869	16.434	1.435	12.383	0.071	0.991	6000.0
234	3.753	21.415	1.896	17.021	0.081	0.981	6000.0
235	3.088	17.342	1.706	16.151	0.055	0.986	6000.0
236	2.613	14.432	1.31	11.241	0.048	0.992	6000.0
237	2.067	12.121	1.142	10.641	0.049	0.993	6000.0
238	3.269	18.166	1.488	14.038	0.068	0.988	6000.0
239	3.174	17.682	1.483	14.025	0.083	0.987	6000.0
240	4.254	23.513	2.177	20.945	0.071	0.975	6000.0
241	3.644	20.04	1.712	15.68	0.092	0.986	6000.0
242	1.776	10.038	0.994	8.898	0.043	0.995	6000.0
243	3.177	17.962	1.669	15.523	0.066	0.989	6000.0
244	3.656	20.824	1.763	17.354	0.071	0.982	6000.0
245	3.201	17.962	1.68	15.825	0.068	0.983	6000.0
246	2.494	13.967	1.417	12.61	0.036	0.99	6000.0
247	2.645	15.022	1.402	11.465	0.042	0.994	6000.0
