NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.624	3.645	0.342	3.377	0.008	0.999	7000.0
2	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
3	0.2	1.078	0.141	1.331	0.004	1.0	6000.0
4	0.402	2.26	0.228	1.943	0.006	1.0	6000.0
5	0.588	3.265	0.342	2.94	0.002	1.0	6000.0
6	0.2	1.116	0.141	1.148	0.004	1.0	6000.0
7	0.133	0.778	0.094	0.924	0.003	1.0	6000.0
8	0.315	1.868	0.222	2.064	0.01	0.999	6000.0
9	0.507	3.01	0.308	3.094	0.007	0.999	10000.0
10	0.16	0.781	0.113	0.979	0.003	1.0	6000.0
11	0.538	3.139	0.327	2.965	0.005	0.999	11000.0
12	0.604	3.318	0.366	3.217	0.002	0.999	6000.0
13	0.284	1.553	0.193	1.737	0.005	1.0	6000.0
14	0.6	3.163	0.385	3.712	0.017	0.997	6000.0
15	0.494	2.786	0.322	2.846	0.007	1.0	6000.0
16	0.911	4.921	0.541	5.178	0.019	0.997	6000.0
17	0.309	1.716	0.197	1.844	0.007	1.0	6000.0
18	0.314	1.757	0.168	1.514	0.002	1.0	6000.0
19	0.42	2.465	0.276	2.597	0.002	1.0	6000.0
20	0.257	1.441	0.16	1.464	0.006	1.0	6000.0
21	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
22	0.374	2.121	0.251	2.496	0.009	0.999	6000.0
23	0.16	0.898	0.113	1.044	0.004	1.0	6000.0
24	0.574	3.23	0.395	3.76	0.006	0.999	6000.0
25	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
26	0.483	2.555	0.29	2.528	0.004	1.0	16000.0
27	0.388	2.276	0.217	2.051	0.003	0.999	6000.0
28	1.29	7.008	0.782	7.694	0.027	0.994	7000.0
29	1.105	6.2	0.671	6.874	0.025	0.996	7000.0
30	0.547	3.023	0.353	2.936	0.017	0.999	6000.0
31	0.043	0.238	0.025	0.21	0.0	1.0	7000.0
32	0.925	5.174	0.568	5.293	0.017	0.997	6000.0
33	0.148	0.799	0.102	0.984	0.002	1.0	6000.0
34	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
35	0.308	1.717	0.186	1.588	0.002	1.0	9000.0
36	0.4	2.229	0.263	2.455	0.01	0.999	6000.0
37	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
38	0.2	0.978	0.141	1.158	0.004	1.0	6000.0
39	0.67	3.813	0.376	3.579	0.007	0.999	6000.0
40	0.367	2.112	0.236	2.34	0.008	0.999	6000.0
41	0.0	0.001	0.0	0.002	0.0	1.0	6000.0
42	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
43	0.781	4.424	0.457	3.95	0.012	0.999	6000.0
44	0.295	1.607	0.178	1.616	0.006	1.0	6000.0
45	0.561	3.127	0.393	3.573	0.012	0.999	6000.0
46	0.256	1.368	0.166	1.55	0.002	1.0	6000.0
47	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
48	0.515	3.122	0.321	3.064	0.015	0.997	6000.0
49	0.791	4.341	0.479	4.778	0.018	0.998	6000.0
50	0.419	2.421	0.296	2.902	0.005	0.999	6000.0
51	0.24	1.352	0.17	1.528	0.006	1.0	6000.0
52	0.354	1.867	0.231	2.095	0.008	0.999	6000.0
53	0.042	0.219	0.028	0.243	0.0	1.0	6000.0
54	0.333	1.818	0.236	2.167	0.007	0.999	6000.0
55	0.133	0.688	0.094	1.058	0.002	1.0	6000.0
56	0.272	1.545	0.192	1.826	0.006	1.0	6000.0
57	0.171	0.97	0.121	1.17	0.004	1.0	6000.0
58	0.0	0.0	0.0	0.0	0.0	1.0	8000.0
59	0.435	2.445	0.239	2.285	0.01	0.999	7000.0
60	0.429	2.306	0.303	2.748	0.01	0.999	6000.0
61	0.424	2.27	0.292	2.77	0.007	0.999	6000.0
62	0.223	1.261	0.135	1.198	0.004	1.0	9000.0
63	0.546	3.115	0.361	3.466	0.013	0.999	6000.0
64	0.332	1.91	0.194	1.776	0.002	1.0	6000.0
65	0.072	0.453	0.049	0.426	0.0	1.0	6000.0
66	0.134	0.677	0.085	0.673	0.002	1.0	6000.0
67	0.329	1.856	0.232	2.332	0.007	0.999	6000.0
68	0.688	3.582	0.447	4.178	0.015	0.998	7000.0
69	0.207	1.129	0.129	1.053	0.005	1.0	10000.0
70	0.171	0.932	0.121	1.163	0.004	1.0	6000.0
71	0.316	1.902	0.208	1.995	0.004	1.0	7000.0
72	0.2	1.089	0.122	0.991	0.005	1.0	9000.0
73	1.071	5.924	0.723	6.943	0.032	0.995	7000.0
74	0.293	1.597	0.207	1.878	0.006	1.0	6000.0
75	0.168	0.947	0.117	1.075	0.003	1.0	6000.0
76	0.114	0.61	0.081	0.754	0.002	1.0	6000.0
77	0.142	0.772	0.075	0.675	0.0	1.0	6000.0
78	0.2	1.213	0.141	1.434	0.005	1.0	6000.0
79	0.3	1.637	0.212	2.219	0.007	0.999	6000.0
80	0.22	1.177	0.13	1.058	0.0	1.0	6000.0
81	0.93	5.396	0.516	4.662	0.011	0.999	7000.0
82	0.734	3.859	0.431	4.206	0.01	0.998	6000.0
83	0.45	2.54	0.281	2.702	0.012	0.998	7000.0
84	0.169	0.847	0.106	0.958	0.003	1.0	7000.0
85	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
86	0.09	0.521	0.052	0.5	0.0	1.0	6000.0
87	0.213	1.219	0.151	1.494	0.004	1.0	6000.0
88	0.333	1.898	0.211	1.911	0.006	1.0	6000.0
89	0.041	0.236	0.024	0.204	0.0	1.0	6000.0
90	0.08	0.435	0.057	0.458	0.001	1.0	6000.0
91	0.34	1.853	0.24	2.149	0.008	0.999	6000.0
92	0.86	4.93	0.42	4.095	0.013	0.998	6000.0
93	0.661	3.745	0.376	3.653	0.01	0.998	6000.0
94	0.654	3.701	0.345	3.188	0.006	1.0	6000.0
95	0.345	2.094	0.209	1.935	0.005	0.999	7000.0
96	0.26	1.386	0.184	1.553	0.005	1.0	6000.0
97	0.56	3.162	0.33	3.102	0.013	0.999	6000.0
98	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
99	0.72	3.961	0.471	4.715	0.014	0.997	7000.0
100	0.554	3.179	0.324	3.312	0.007	0.999	6000.0
101	0.191	1.031	0.122	1.116	0.0	1.0	6000.0
102	0.37	2.086	0.204	1.935	0.004	1.0	6000.0
103	0.145	0.851	0.078	0.75	0.0	1.0	6000.0
104	0.171	0.923	0.121	0.896	0.004	1.0	7000.0
105	0.16	0.93	0.113	1.023	0.004	1.0	6000.0
106	0.294	1.582	0.191	1.635	0.005	1.0	6000.0
107	0.362	2.079	0.251	2.302	0.007	1.0	7000.0
108	0.135	0.659	0.095	0.795	0.003	1.0	6000.0
109	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
110	0.792	4.503	0.514	4.826	0.02	0.998	6000.0
111	0.139	0.792	0.075	0.709	0.0	1.0	6000.0
112	0.314	1.793	0.193	1.758	0.001	1.0	6000.0
113	0.182	1.031	0.114	0.983	0.003	1.0	6000.0
114	0.546	2.841	0.386	3.308	0.013	0.997	6000.0
115	0.617	3.162	0.404	4.198	0.018	0.997	6000.0
116	0.36	1.926	0.241	2.383	0.006	0.999	6000.0
117	0.594	3.301	0.389	3.773	0.014	0.998	7000.0
118	0.41	2.374	0.232	2.238	0.003	0.999	6000.0
119	0.718	3.937	0.392	3.869	0.009	0.998	6000.0
120	0.817	4.547	0.524	4.648	0.003	0.999	6000.0
121	0.267	1.319	0.189	1.681	0.002	0.999	6000.0
122	0.422	2.375	0.262	2.329	0.006	1.0	6000.0
123	0.333	1.805	0.236	1.935	0.008	1.0	6000.0
124	0.658	3.579	0.366	3.345	0.008	0.998	6000.0
125	0.24	1.323	0.15	1.488	0.007	0.999	9000.0
126	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
127	0.178	0.914	0.126	1.059	0.003	1.0	8000.0
128	0.632	3.566	0.382	3.761	0.012	0.999	6000.0
129	0.2	1.032	0.141	1.567	0.007	0.999	6000.0
130	0.18	0.957	0.127	1.178	0.003	1.0	6000.0
131	0.756	4.284	0.498	4.699	0.01	0.997	6000.0
132	0.597	3.61	0.329	2.932	0.007	1.0	6000.0
133	0.745	4.062	0.492	4.633	0.014	0.998	6000.0
134	0.502	2.656	0.316	3.049	0.01	0.999	6000.0
135	0.635	3.361	0.375	3.62	0.013	0.999	6000.0
136	0.951	5.276	0.551	5.088	0.005	0.998	7000.0
137	0.683	3.919	0.394	3.942	0.005	0.999	6000.0
138	0.307	1.698	0.209	2.065	0.004	0.999	6000.0
139	0.604	3.351	0.426	4.16	0.014	0.998	6000.0
140	0.341	1.883	0.23	2.015	0.006	0.999	6000.0
141	0.578	3.087	0.366	3.37	0.008	0.999	6000.0
142	0.28	1.593	0.198	2.205	0.002	0.999	6000.0
143	0.267	1.576	0.189	2.027	0.006	0.999	8000.0
144	0.266	1.551	0.155	1.393	0.0	1.0	6000.0
145	0.443	2.542	0.271	2.485	0.009	0.999	8000.0
146	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
147	0.305	1.721	0.215	2.082	0.006	0.999	6000.0
148	0.201	1.105	0.12	1.023	0.0	1.0	6000.0
149	0.388	2.298	0.274	2.671	0.006	0.999	6000.0
150	0.16	0.781	0.113	1.015	0.003	1.0	6000.0
151	0.133	0.651	0.094	0.764	0.003	1.0	6000.0
152	0.222	1.348	0.137	1.363	0.005	1.0	6000.0
153	0.36	1.94	0.239	2.058	0.008	1.0	6000.0
154	0.46	2.432	0.282	2.381	0.001	0.999	6000.0
155	0.646	3.622	0.376	3.82	0.005	0.999	12000.0
156	0.381	2.14	0.269	2.693	0.007	0.999	6000.0
157	0.267	1.454	0.176	1.61	0.005	1.0	6000.0
158	1.498	8.545	0.809	8.222	0.033	0.994	6000.0
159	0.4	2.437	0.283	2.508	0.017	0.999	6000.0
160	0.133	0.726	0.094	0.737	0.003	1.0	6000.0
161	0.229	1.311	0.137	1.143	0.0	1.0	6000.0
162	0.589	3.104	0.388	3.71	0.015	0.998	7000.0
163	0.466	2.607	0.303	2.813	0.008	0.999	6000.0
164	0.08	0.485	0.057	0.534	0.002	1.0	6000.0
