NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	9.476	53.301	4.231	39.674	0.35	0.914	6000.0
2	7.166	40.727	3.456	28.759	0.271	0.945	6000.0
3	9.194	51.635	4.599	39.349	0.278	0.917	6000.0
4	9.763	54.86	4.373	38.612	0.349	0.91	6000.0
5	10.03	56.707	4.702	40.157	0.355	0.896	6000.0
6	7.452	41.823	3.28	28.022	0.255	0.96	6000.0
7	8.832	49.174	4.137	37.05	0.273	0.927	6000.0
8	11.341	63.757	5.444	47.892	0.389	0.868	6000.0
9	10.411	57.66	4.616	42.604	0.361	0.898	6000.0
10	8.58	48.209	3.901	35.176	0.309	0.933	6000.0
11	9.026	51.171	3.905	35.768	0.294	0.936	6000.0
12	9.783	55.334	4.283	38.839	0.36	0.913	6000.0
13	7.904	44.641	3.596	32.168	0.277	0.938	6000.0
14	10.259	57.936	4.654	43.615	0.348	0.896	6000.0
15	10.551	58.023	4.944	42.654	0.344	0.89	6000.0
16	9.639	54.787	4.587	40.91	0.304	0.905	6000.0
17	10.709	59.851	4.652	43.811	0.363	0.89	6000.0
18	10.031	56.299	4.634	41.447	0.322	0.905	6000.0
19	9.755	54.19	4.246	39.337	0.331	0.91	6000.0
20	7.347	41.188	3.465	30.075	0.214	0.956	6000.0
21	10.047	54.804	4.672	40.852	0.317	0.909	6000.0
22	9.968	56.357	4.441	41.723	0.338	0.896	6000.0
23	8.45	47.948	3.694	32.663	0.3	0.923	6000.0
24	10.259	56.444	4.475	40.093	0.361	0.902	6000.0
25	7.922	44.9	3.786	33.994	0.275	0.927	6000.0
26	9.15	52.106	4.277	38.447	0.312	0.914	6000.0
27	10.15	56.225	4.239	39.529	0.371	0.91	6000.0
28	10.724	60.446	4.656	44.597	0.388	0.895	6000.0
29	8.441	47.72	3.582	34.291	0.267	0.942	6000.0
30	9.192	52.018	4.372	36.867	0.296	0.92	6000.0
31	9.675	54.13	4.128	37.891	0.356	0.92	6000.0
32	8.803	48.93	3.838	35.561	0.31	0.934	6000.0
33	7.923	44.255	3.634	32.874	0.268	0.942	6000.0
34	9.274	51.671	4.369	40.414	0.286	0.917	6000.0
35	11.042	61.705	5.151	47.592	0.382	0.878	6000.0
36	9.48	53.248	4.307	39.053	0.289	0.92	6000.0
37	7.985	44.882	3.515	31.014	0.286	0.955	6000.0
38	7.789	44.232	3.176	29.061	0.29	0.959	6000.0
39	9.379	53.548	4.307	38.82	0.321	0.904	6000.0
40	8.327	47.965	3.887	35.345	0.277	0.932	6000.0
41	8.068	45.295	3.993	33.89	0.246	0.936	6000.0
42	9.288	52.677	4.437	39.735	0.323	0.914	6000.0
43	9.106	51.23	3.803	34.691	0.362	0.933	6000.0
44	8.748	49.491	3.907	35.54	0.306	0.931	6000.0
45	10.933	61.376	4.794	44.062	0.398	0.882	6000.0
46	9.089	50.948	3.831	36.164	0.315	0.931	6000.0
47	7.547	42.17	3.404	31.395	0.22	0.952	6000.0
48	7.942	45.024	3.738	33.462	0.293	0.923	6000.0
49	8.667	48.98	3.655	33.684	0.307	0.94	6000.0
50	9.071	50.046	4.261	37.289	0.299	0.916	6000.0
51	8.483	48.008	4.122	34.76	0.276	0.917	6000.0
52	9.851	54.522	4.115	39.976	0.362	0.902	6000.0
53	9.154	51.989	4.176	36.728	0.343	0.933	6000.0
54	9.517	54.179	4.426	38.286	0.341	0.905	6000.0
55	10.04	57.235	4.539	43.818	0.347	0.897	6000.0
56	8.587	48.842	3.619	35.443	0.296	0.932	6000.0
57	7.948	44.162	3.774	34.11	0.251	0.94	6000.0
58	7.603	43.125	3.755	32.641	0.234	0.941	6000.0
59	10.203	56.269	4.621	41.239	0.343	0.91	6000.0
60	8.281	46.432	3.59	32.289	0.278	0.936	6000.0
61	8.912	49.271	4.127	36.791	0.284	0.929	6000.0
62	8.008	44.537	3.545	31.435	0.281	0.957	6000.0
63	8.489	47.223	3.774	33.922	0.272	0.934	6000.0
64	8.624	47.536	3.677	33.393	0.27	0.936	6000.0
65	10.16	56.798	4.832	44.117	0.337	0.891	6000.0
66	9.552	53.799	4.397	39.655	0.294	0.918	6000.0
67	10.225	57.897	4.349	41.382	0.369	0.911	6000.0
68	8.435	47.609	3.842	35.336	0.281	0.934	6000.0
69	8.804	50.177	3.85	36.065	0.315	0.932	6000.0
70	10.23	58.163	4.719	42.833	0.35	0.891	6000.0
71	10.038	56.416	4.732	41.41	0.35	0.903	6000.0
72	8.192	46.502	4.047	33.43	0.266	0.93	6000.0
73	10.45	59.224	4.866	44.874	0.401	0.883	6000.0
74	9.174	52.252	4.222	37.801	0.289	0.923	6000.0
75	10.042	56.832	4.79	42.341	0.327	0.893	6000.0
76	6.514	35.812	2.949	25.261	0.212	0.965	6000.0
77	9.409	53.819	4.21	38.748	0.366	0.909	6000.0
78	11.217	63.54	5.265	46.804	0.373	0.885	6000.0
79	9.936	55.85	4.328	41.074	0.362	0.906	6000.0
80	9.251	52.866	4.178	38.259	0.329	0.919	6000.0
81	8.935	50.303	4.004	35.816	0.322	0.932	6000.0
82	10.417	58.309	4.573	42.9	0.358	0.902	6000.0
83	7.729	42.501	3.734	31.784	0.276	0.932	6000.0
84	9.272	52.139	4.213	38.88	0.338	0.92	6000.0
85	8.664	48.716	4.167	35.23	0.302	0.924	6000.0
86	7.75	42.649	3.349	30.253	0.249	0.944	6000.0
87	9.643	53.982	4.046	38.499	0.36	0.927	6000.0
88	9.016	50.798	3.828	34.27	0.338	0.93	6000.0
89	8.001	44.78	3.796	32.912	0.242	0.936	6000.0
90	9.237	51.955	4.381	38.003	0.329	0.916	6000.0
91	8.15	45.703	3.78	32.496	0.242	0.94	6000.0
92	10.184	57.838	4.595	42.086	0.35	0.899	6000.0
93	8.971	50.022	4.147	38.709	0.298	0.92	6000.0
94	9.521	54.186	4.359	38.87	0.333	0.908	6000.0
95	9.189	50.617	4.174	35.866	0.335	0.932	6000.0
96	9.666	53.89	4.701	40.66	0.335	0.909	6000.0
97	8.99	49.891	3.894	34.59	0.3	0.943	6000.0
98	8.405	46.137	3.651	34.478	0.315	0.929	6000.0
99	8.465	48.075	3.74	35.961	0.303	0.923	6000.0
100	8.011	44.848	3.553	33.031	0.274	0.949	6000.0
101	10.321	58.853	4.649	41.858	0.365	0.901	6000.0
102	8.737	49.804	4.097	36.956	0.293	0.914	6000.0
103	8.25	46.573	3.475	32.41	0.279	0.938	6000.0
104	9.936	54.997	4.439	39.694	0.328	0.91	6000.0
105	10.974	61.554	4.969	46.615	0.371	0.875	6000.0
106	10.969	61.528	5.351	46.532	0.339	0.885	6000.0
107	9.81	55.14	4.441	41.773	0.341	0.909	6000.0
108	8.847	50.531	4.207	36.583	0.287	0.915	6000.0
109	9.103	50.311	4.167	36.009	0.317	0.929	6000.0
110	7.867	44.266	3.57	32.822	0.284	0.944	6000.0
111	9.819	54.957	4.641	41.892	0.297	0.9	6000.0
112	10.263	57.674	4.781	43.345	0.324	0.882	6000.0
113	8.169	45.258	3.857	33.203	0.268	0.943	6000.0
114	9.315	51.487	4.702	37.866	0.305	0.916	6000.0
115	10.27	57.046	4.374	42.026	0.356	0.908	6000.0
116	8.95	51.185	3.89	36.485	0.341	0.92	6000.0
117	9.133	51.301	4.121	36.999	0.377	0.925	6000.0
118	10.136	56.083	4.867	42.232	0.31	0.903	6000.0
119	10.484	58.706	4.628	42.455	0.401	0.906	6000.0
120	8.066	44.958	3.42	31.01	0.271	0.945	6000.0
121	7.047	39.336	3.294	29.518	0.229	0.959	6000.0
122	10.382	58.809	4.73	41.178	0.355	0.892	6000.0
123	8.642	48.106	4.204	37.731	0.296	0.914	6000.0
124	9.726	55.862	4.416	38.736	0.341	0.909	6000.0
125	8.175	46.402	3.565	31.673	0.271	0.952	6000.0
126	9.56	53.606	4.321	37.555	0.362	0.92	6000.0
127	9.295	51.888	4.439	39.643	0.34	0.909	6000.0
128	8.983	50.758	4.044	36.557	0.311	0.927	6000.0
129	10.563	59.564	4.903	46.628	0.329	0.88	6000.0
130	9.527	52.657	4.704	40.17	0.291	0.92	6000.0
131	9.635	54.257	4.27	41.018	0.327	0.908	6000.0
132	9.796	54.912	4.464	41.692	0.327	0.916	6000.0
133	9.737	54.027	4.406	41.453	0.314	0.912	6000.0
134	8.304	47.457	3.714	35.538	0.293	0.928	6000.0
135	9.559	53.588	4.223	40.558	0.306	0.912	6000.0
136	9.691	54.549	4.102	38.526	0.365	0.919	6000.0
137	9.13	50.821	4.023	39.326	0.329	0.914	6000.0
138	10.526	59.8	4.66	44.548	0.362	0.895	6000.0
139	9.299	52.4	4.131	36.675	0.351	0.926	6000.0
