NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.1	0.544	0.071	0.59	0.002	1.0	6000.0
2	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
3	0.2	1.078	0.141	1.331	0.004	1.0	6000.0
4	0.16	0.971	0.113	1.034	0.004	1.0	12000.0
5	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
6	0.133	0.651	0.094	0.793	0.003	1.0	6000.0
7	0.133	0.778	0.094	0.924	0.003	1.0	6000.0
8	0.114	0.686	0.081	0.709	0.002	1.0	6000.0
9	0.263	1.468	0.185	1.749	0.002	1.0	6000.0
10	0.422	2.37	0.287	2.701	0.008	0.999	6000.0
11	0.172	0.93	0.121	1.3	0.003	1.0	6000.0
12	0.11	0.591	0.071	0.609	0.0	1.0	6000.0
13	0.487	2.612	0.328	2.776	0.011	0.999	6000.0
14	0.349	2.015	0.214	2.125	0.008	0.999	6000.0
15	0.28	1.513	0.193	1.623	0.004	1.0	6000.0
16	0.0	0.002	0.0	0.002	0.0	1.0	6000.0
17	0.24	1.339	0.17	1.665	0.006	0.999	6000.0
18	0.28	1.588	0.198	1.829	0.005	1.0	6000.0
19	0.08	0.39	0.057	0.51	0.0	1.0	6000.0
20	0.133	0.704	0.094	0.758	0.003	1.0	6000.0
21	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
22	0.143	0.739	0.097	0.972	0.003	1.0	7000.0
23	0.16	0.898	0.113	1.044	0.004	1.0	6000.0
24	0.338	1.975	0.235	2.148	0.005	0.999	6000.0
25	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
26	0.39	2.081	0.263	2.377	0.009	0.999	6000.0
27	0.312	1.704	0.203	1.9	0.006	1.0	6000.0
28	0.057	0.347	0.04	0.326	0.0	1.0	6000.0
29	0.473	2.735	0.314	3.133	0.012	0.999	6000.0
30	0.16	0.844	0.113	1.079	0.003	1.0	6000.0
31	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
32	0.1	0.59	0.071	0.718	0.002	1.0	6000.0
33	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
34	0.929	4.854	0.586	5.918	0.019	0.996	6000.0
35	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
36	0.2	1.103	0.141	1.391	0.005	1.0	8000.0
37	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
38	0.307	1.586	0.19	1.666	0.005	1.0	6000.0
39	0.222	1.158	0.156	1.327	0.001	1.0	6000.0
40	0.47	2.519	0.272	2.467	0.009	0.999	7000.0
41	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
42	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
43	0.26	1.529	0.184	1.769	0.004	1.0	7000.0
44	0.018	0.102	0.011	0.091	0.0	1.0	6000.0
45	0.885	4.758	0.465	4.137	0.008	0.998	6000.0
46	0.256	1.368	0.166	1.55	0.002	1.0	6000.0
47	0.4	2.075	0.264	2.423	0.01	0.999	7000.0
48	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
49	0.509	2.76	0.314	3.095	0.011	0.999	8000.0
50	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
51	0.0	0.0	0.0	0.0	0.0	1.0	10000.0
52	0.514	2.765	0.364	3.522	0.012	0.998	6000.0
53	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
54	0.054	0.32	0.035	0.359	0.0	1.0	11000.0
55	0.31	1.64	0.211	2.157	0.004	1.0	6000.0
56	0.171	1.0	0.121	1.225	0.004	1.0	6000.0
57	0.422	2.349	0.274	2.595	0.01	0.999	7000.0
58	0.16	0.883	0.113	1.001	0.003	1.0	6000.0
59	0.426	2.439	0.274	2.713	0.009	0.999	6000.0
60	0.16	0.826	0.113	1.121	0.003	1.0	6000.0
61	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
62	0.294	1.544	0.207	1.862	0.006	1.0	6000.0
63	0.497	2.874	0.326	3.096	0.013	0.999	6000.0
64	0.08	0.413	0.057	0.541	0.001	1.0	6000.0
65	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
66	0.1	0.516	0.071	0.666	0.002	1.0	6000.0
67	0.25	1.369	0.158	1.296	0.001	1.0	6000.0
68	0.0	0.001	0.0	0.002	0.0	1.0	6000.0
69	0.3	1.66	0.195	1.622	0.006	1.0	6000.0
70	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
71	0.216	1.233	0.152	1.509	0.005	1.0	6000.0
72	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
73	0.015	0.086	0.01	0.077	0.0	1.0	9000.0
74	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
75	0.393	2.203	0.249	2.266	0.008	1.0	6000.0
76	0.314	1.681	0.222	1.837	0.007	1.0	6000.0
77	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
78	0.2	1.293	0.141	1.341	0.005	0.999	6000.0
79	0.098	0.561	0.067	0.69	0.001	1.0	6000.0
80	0.2	1.145	0.141	1.358	0.005	1.0	6000.0
81	0.134	0.779	0.094	0.914	0.003	1.0	6000.0
82	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
83	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
84	0.461	2.468	0.326	3.276	0.009	0.997	6000.0
85	0.2	1.048	0.141	1.217	0.005	1.0	6000.0
86	0.0	0.0	0.0	0.0	0.0	1.0	9000.0
87	0.08	0.413	0.057	0.55	0.001	1.0	6000.0
88	0.133	0.809	0.094	0.974	0.001	1.0	11000.0
89	0.347	1.85	0.232	1.991	0.007	0.999	6000.0
90	0.24	1.306	0.17	1.586	0.006	0.999	6000.0
91	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
92	0.265	1.432	0.152	1.346	0.001	1.0	6000.0
93	0.2	1.181	0.141	1.624	0.005	0.999	6000.0
94	0.133	0.726	0.094	0.763	0.003	1.0	6000.0
95	0.25	1.429	0.177	1.798	0.006	0.999	6000.0
96	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
97	0.213	1.228	0.13	1.401	0.005	1.0	6000.0
98	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
99	0.133	0.651	0.094	0.761	0.003	1.0	7000.0
100	0.57	3.371	0.403	4.153	0.015	0.998	6000.0
101	0.07	0.371	0.043	0.384	0.0	1.0	12000.0
102	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
103	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
104	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
105	0.267	1.524	0.166	1.526	0.006	0.999	6000.0
106	0.18	1.002	0.127	1.153	0.002	1.0	6000.0
107	0.334	1.854	0.236	2.191	0.011	0.999	7000.0
108	0.157	0.842	0.111	1.017	0.002	1.0	6000.0
109	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
110	0.182	1.052	0.121	1.119	0.003	1.0	6000.0
111	0.178	1.003	0.126	1.315	0.004	1.0	6000.0
112	0.2	1.089	0.141	1.124	0.005	1.0	6000.0
113	0.212	1.168	0.14	1.213	0.004	1.0	6000.0
114	0.1	0.572	0.071	0.688	0.002	1.0	6000.0
115	0.703	4.096	0.417	4.386	0.014	0.998	10000.0
116	0.089	0.497	0.055	0.524	0.0	1.0	6000.0
117	0.114	0.654	0.081	0.884	0.002	1.0	6000.0
118	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
119	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
120	0.337	2.007	0.203	2.068	0.008	0.999	6000.0
121	0.8	4.148	0.505	4.618	0.018	0.997	6000.0
122	0.381	2.15	0.258	2.498	0.008	0.999	6000.0
123	0.233	1.349	0.165	1.496	0.005	1.0	6000.0
124	0.006	0.034	0.004	0.035	0.0	1.0	10000.0
125	0.133	0.809	0.094	1.038	0.003	1.0	6000.0
126	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
127	0.178	0.912	0.126	1.059	0.003	1.0	6000.0
128	0.267	1.528	0.188	1.791	0.006	1.0	6000.0
129	0.293	1.568	0.207	2.083	0.006	0.999	6000.0
130	0.2	1.291	0.141	1.365	0.006	1.0	9000.0
131	0.436	2.195	0.26	2.551	0.008	0.999	6000.0
132	0.256	1.538	0.164	1.564	0.001	1.0	11000.0
133	0.2	1.06	0.141	1.262	0.004	1.0	6000.0
134	0.65	3.515	0.386	3.866	0.015	0.998	6000.0
135	0.437	2.263	0.267	2.521	0.007	0.999	6000.0
136	0.233	1.252	0.163	1.384	0.002	1.0	6000.0
137	0.133	0.787	0.094	0.98	0.003	1.0	6000.0
138	0.115	0.559	0.081	0.697	0.0	1.0	6000.0
139	1.236	6.974	0.832	8.051	0.031	0.994	6000.0
140	0.231	1.24	0.154	1.318	0.004	1.0	6000.0
141	0.2	1.106	0.141	1.344	0.004	1.0	6000.0
142	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
143	0.0	0.0	0.0	0.0	0.0	1.0	7000.0
144	0.487	2.773	0.325	3.149	0.011	0.999	6000.0
145	0.534	2.849	0.312	2.956	0.011	0.999	6000.0
146	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
147	0.2	1.145	0.141	1.425	0.008	0.999	6000.0
148	0.0	0.001	0.0	0.0	0.0	1.0	6000.0
149	0.0	0.0	0.0	0.0	0.0	1.0	7000.0
150	0.333	1.879	0.236	1.99	0.008	0.999	6000.0
151	0.16	0.941	0.09	0.868	0.0	1.0	6000.0
152	0.223	1.35	0.137	1.364	0.005	1.0	6000.0
153	0.32	1.725	0.211	2.143	0.006	0.999	6000.0
154	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
155	0.251	1.44	0.177	1.74	0.006	1.0	6000.0
156	0.381	2.14	0.269	2.693	0.007	0.999	6000.0
157	0.5	2.803	0.317	3.334	0.01	0.998	8000.0
158	0.354	1.814	0.229	2.148	0.004	0.999	6000.0
159	0.3	1.73	0.212	2.0	0.007	1.0	6000.0
160	0.311	1.871	0.22	2.252	0.004	0.999	12000.0
161	0.289	1.533	0.198	1.743	0.005	1.0	6000.0
162	0.208	1.142	0.132	1.307	0.001	1.0	6000.0
163	0.1	0.515	0.071	0.674	0.0	1.0	6000.0
164	0.0	0.001	0.0	0.002	0.0	1.0	6000.0
165	0.114	0.653	0.081	0.775	0.002	1.0	6000.0
166	0.228	1.342	0.138	1.206	0.003	1.0	7000.0
167	0.471	2.581	0.323	3.065	0.005	0.998	6000.0
168	0.311	1.755	0.22	1.891	0.005	0.999	6000.0
169	0.0	0.0	0.0	0.0	0.0	1.0	9000.0
170	0.2	0.978	0.141	1.165	0.007	1.0	6000.0
171	0.213	1.221	0.151	1.356	0.002	1.0	6000.0
172	0.34	1.837	0.191	1.761	0.001	1.0	6000.0
173	0.0	0.0	0.0	0.0	0.0	1.0	6000.0
174	0.339	1.807	0.199	1.669	0.006	1.0	6000.0
175	0.442	2.493	0.279	2.541	0.003	1.0	6000.0
176	0.1	0.528	0.071	0.65	0.002	1.0	6000.0
