NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	1.326	4.528	0.605	4.811	0.01	0.999	6000.0
2	1.384	4.733	0.639	4.95	0.007	0.998	7000.0
3	1.446	4.97	0.64	5.3	0.003	0.998	6000.0
4	1.967	6.705	0.855	6.595	0.012	0.997	6000.0
5	1.43	4.862	0.64	5.207	0.005	0.998	8000.0
6	2.413	8.265	1.053	8.172	0.011	0.995	6000.0
7	1.468	5.008	0.693	5.735	0.004	0.998	6000.0
8	1.779	6.049	0.788	6.248	0.011	0.997	6000.0
9	2.05	6.981	0.868	6.928	0.007	0.996	6000.0
10	2.19	7.529	1.006	7.491	0.014	0.996	6000.0
11	2.557	8.734	1.258	10.378	0.016	0.99	6000.0
12	2.084	7.127	1.03	8.604	0.012	0.993	6000.0
13	2.187	7.527	0.913	7.384	0.008	0.996	13000.0
14	2.243	7.681	1.082	8.526	0.007	0.995	6000.0
15	2.14	7.315	0.987	7.644	0.006	0.996	7000.0
16	1.686	5.718	0.793	6.126	0.006	0.998	6000.0
17	2.004	6.851	0.858	6.913	0.006	0.997	6000.0
18	2.268	7.764	1.018	8.213	0.016	0.994	6000.0
19	3.449	11.865	1.576	12.573	0.026	0.989	6000.0
20	1.388	4.726	0.558	4.302	0.005	0.998	6000.0
21	2.539	8.655	1.032	8.044	0.013	0.996	6000.0
22	2.549	8.684	1.092	8.621	0.011	0.995	6000.0
23	3.012	10.316	1.344	10.66	0.011	0.993	6000.0
24	1.93	6.654	0.815	6.881	0.009	0.996	6000.0
25	2.705	9.27	1.185	10.112	0.011	0.99	6000.0
26	1.615	5.519	0.883	6.862	0.008	0.996	15000.0
27	1.837	6.176	0.836	6.184	0.008	0.996	7000.0
28	2.499	8.505	1.134	8.738	0.009	0.995	6000.0
29	1.696	5.84	0.757	5.937	0.009	0.997	7000.0
30	1.999	6.849	0.867	6.956	0.018	0.995	6000.0
31	1.799	6.162	0.771	6.181	0.005	0.997	7000.0
32	1.599	5.491	0.724	5.789	0.009	0.997	7000.0
33	3.563	12.282	1.473	11.782	0.026	0.991	6000.0
34	1.589	5.438	0.744	6.052	0.007	0.997	6000.0
35	3.134	10.794	1.505	12.632	0.024	0.986	7000.0
