NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	11.698	40.152	4.718	37.247	0.165	0.912	6000.0
2	13.085	45.033	5.443	41.247	0.192	0.898	6000.0
3	12.317	42.074	5.066	42.127	0.161	0.889	6000.0
4	14.364	49.159	6.008	47.444	0.239	0.857	6000.0
5	11.79	40.344	4.716	38.207	0.161	0.905	6000.0
6	12.979	44.529	5.534	43.303	0.209	0.885	6000.0
7	11.747	40.322	5.126	40.066	0.162	0.905	6000.0
8	12.09	41.447	5.088	39.18	0.148	0.904	6000.0
9	11.91	40.758	5.057	40.296	0.154	0.903	6000.0
10	11.23	38.412	4.465	33.449	0.165	0.925	6000.0
11	11.595	39.849	4.558	37.965	0.167	0.907	6000.0
12	12.042	41.231	5.118	40.787	0.169	0.904	6000.0
13	9.664	33.232	3.874	30.88	0.151	0.937	6000.0
14	9.647	33.053	4.023	32.334	0.13	0.929	6000.0
15	11.734	40.176	4.958	38.15	0.171	0.917	6000.0
16	12.907	44.121	5.082	40.397	0.166	0.901	6000.0
17	12.779	43.847	4.928	39.971	0.172	0.896	6000.0
18	12.057	41.397	4.715	39.234	0.173	0.896	6000.0
19	11.741	40.146	4.825	37.908	0.187	0.908	6000.0
20	11.665	39.972	4.612	36.425	0.162	0.918	6000.0
21	11.155	38.249	4.585	37.163	0.16	0.916	6000.0
22	11.783	40.394	4.608	36.976	0.173	0.919	6000.0
23	11.794	40.259	4.594	36.354	0.165	0.924	6000.0
24	12.069	41.327	4.877	39.871	0.161	0.903	6000.0
25	12.555	42.958	5.105	41.95	0.172	0.896	6000.0
26	11.277	38.548	4.79	37.369	0.156	0.916	6000.0
27	10.012	34.337	4.128	33.024	0.132	0.942	6000.0
28	12.193	41.835	4.973	40.321	0.182	0.903	6000.0
29	12.225	41.847	5.145	40.225	0.157	0.902	6000.0
30	13.228	45.317	5.27	42.223	0.201	0.889	6000.0
31	10.514	35.983	4.276	33.812	0.118	0.932	6000.0
32	11.357	39.004	4.708	38.428	0.142	0.911	6000.0
33	11.641	39.749	4.889	37.897	0.158	0.917	6000.0
34	10.567	36.224	4.268	35.096	0.143	0.922	6000.0
35	11.31	38.848	4.41	37.073	0.176	0.909	6000.0
36	12.183	41.717	5.015	38.824	0.15	0.906	6000.0
37	12.92	44.276	5.379	42.92	0.198	0.884	6000.0
38	12.294	42.212	4.831	38.682	0.17	0.903	6000.0
39	11.513	39.481	4.393	35.902	0.171	0.918	6000.0
40	11.3	38.787	4.797	38.585	0.142	0.91	6000.0
41	11.319	38.704	4.678	37.27	0.151	0.918	6000.0
42	13.436	46.012	5.724	44.848	0.185	0.877	6000.0
43	12.924	44.37	5.441	43.168	0.186	0.888	6000.0
44	12.804	43.91	5.697	42.601	0.182	0.886	6000.0
45	12.573	43.303	5.269	40.779	0.187	0.892	6000.0
46	12.207	41.829	5.495	41.46	0.162	0.893	6000.0
47	13.582	46.526	5.439	43.209	0.182	0.885	6000.0
48	13.185	45.114	5.507	41.962	0.183	0.888	6000.0
49	11.391	38.975	4.745	36.605	0.169	0.909	6000.0
50	10.723	36.766	4.175	33.388	0.167	0.931	6000.0
51	10.838	36.913	4.673	36.752	0.149	0.918	6000.0
52	12.524	43.1	5.023	41.106	0.2	0.89	6000.0
53	11.773	40.36	4.642	38.286	0.156	0.912	6000.0
54	11.271	38.704	4.568	37.896	0.146	0.913	6000.0
55	10.606	36.381	4.252	34.96	0.124	0.928	6000.0
56	11.985	40.994	4.861	38.154	0.172	0.908	6000.0
57	12.325	42.266	5.208	40.088	0.19	0.899	6000.0
58	12.362	42.399	5.099	40.882	0.166	0.898	6000.0
59	12.259	42.102	4.744	39.224	0.167	0.903	6000.0
60	11.862	40.672	4.901	38.409	0.156	0.911	6000.0
61	13.667	46.686	5.561	41.942	0.212	0.882	6000.0
62	10.033	34.479	4.054	33.093	0.131	0.928	6000.0
63	11.012	37.775	4.211	34.717	0.154	0.923	6000.0
64	12.337	42.322	4.878	39.227	0.174	0.904	6000.0
65	13.787	47.215	5.508	42.906	0.209	0.9	6000.0
66	11.465	39.342	4.458	35.967	0.189	0.91	6000.0
67	11.458	39.24	4.63	36.796	0.149	0.917	6000.0
68	13.373	45.894	5.508	45.088	0.201	0.866	6000.0
69	11.879	40.592	4.723	37.94	0.167	0.914	6000.0
70	12.854	44.149	5.573	42.995	0.179	0.879	6000.0
71	12.925	44.375	5.131	41.727	0.204	0.887	6000.0
72	11.459	39.403	4.564	37.122	0.153	0.914	6000.0
73	12.316	42.294	5.189	40.514	0.164	0.901	6000.0
74	13.712	47.062	5.907	47.669	0.2	0.855	6000.0
75	12.082	41.197	4.914	38.597	0.179	0.907	6000.0
76	12.832	43.802	5.035	40.22	0.198	0.9	6000.0
77	12.097	41.579	5.049	39.162	0.166	0.905	6000.0
78	15.238	51.976	6.113	47.108	0.245	0.863	6000.0
79	10.42	35.718	3.95	33.245	0.147	0.927	6000.0
80	13.042	44.797	5.217	41.148	0.204	0.891	6000.0
81	11.673	39.985	4.709	38.167	0.146	0.911	6000.0
82	11.653	39.871	4.456	35.943	0.182	0.923	6000.0
83	9.495	32.607	3.882	32.195	0.135	0.929	6000.0
84	12.139	41.554	5.112	39.925	0.187	0.905	6000.0
85	11.896	40.894	4.839	39.067	0.174	0.904	6000.0
86	12.776	43.958	5.21	40.816	0.198	0.895	6000.0
87	10.906	37.47	4.33	35.091	0.15	0.928	6000.0
88	10.657	36.526	4.308	36.007	0.15	0.916	6000.0
89	11.581	39.636	4.79	37.581	0.157	0.912	6000.0
90	12.307	42.266	5.128	42.35	0.161	0.886	6000.0
91	10.938	37.374	4.969	38.416	0.164	0.909	6000.0
92	9.952	34.096	4.112	33.901	0.136	0.926	6000.0
93	11.524	39.498	4.506	37.359	0.148	0.919	6000.0
94	11.125	38.133	4.309	35.2	0.144	0.926	6000.0
95	13.373	45.757	5.685	44.573	0.209	0.873	6000.0
96	11.997	40.94	4.771	37.207	0.165	0.917	6000.0
97	12.222	41.855	4.955	39.877	0.161	0.899	6000.0
98	10.9	37.343	4.276	34.75	0.144	0.925	6000.0
99	11.893	40.711	5.058	39.5	0.165	0.904	6000.0
100	10.769	36.961	4.36	35.296	0.14	0.921	6000.0
101	12.908	44.178	5.028	41.695	0.185	0.895	6000.0
102	11.634	39.904	4.765	39.35	0.156	0.904	6000.0
103	13.583	46.552	5.641	43.52	0.193	0.879	7000.0
104	11.589	39.724	4.638	37.86	0.165	0.917	6000.0
105	10.779	36.974	4.092	34.046	0.135	0.927	6000.0
106	11.073	37.812	4.447	36.05	0.142	0.926	6000.0
107	13.002	44.658	5.434	44.657	0.201	0.875	6000.0
108	11.239	38.564	4.694	36.922	0.151	0.918	6000.0
109	13.258	45.544	5.576	44.499	0.196	0.875	6000.0
110	10.768	36.941	4.104	32.734	0.147	0.937	6000.0
111	12.825	43.889	5.31	43.473	0.181	0.888	6000.0
112	12.782	43.763	5.436	43.761	0.166	0.889	6000.0
113	15.39	52.544	6.154	48.038	0.232	0.854	6000.0
114	11.677	39.886	4.773	38.093	0.195	0.902	6000.0
115	13.423	46.056	5.72	44.875	0.203	0.873	6000.0
116	11.437	39.146	4.616	37.917	0.177	0.906	6000.0
117	12.926	44.159	5.365	40.805	0.186	0.899	6000.0
118	10.013	34.419	3.968	32.918	0.128	0.935	6000.0
119	10.199	34.849	4.047	31.974	0.145	0.94	6000.0
120	11.07	37.859	4.443	35.824	0.15	0.924	6000.0
121	11.283	38.757	4.758	39.456	0.152	0.903	6000.0
122	11.708	40.043	5.111	40.285	0.155	0.9	6000.0
123	10.322	35.36	4.261	35.276	0.13	0.922	6000.0
124	12.107	41.427	5.229	40.656	0.168	0.898	6000.0
125	10.616	36.355	4.285	33.832	0.145	0.934	6000.0
126	13.736	46.995	6.022	46.401	0.188	0.872	6000.0
127	10.872	37.247	4.287	33.983	0.152	0.934	6000.0
128	11.795	40.365	5.001	37.299	0.175	0.91	6000.0
129	10.326	35.392	4.025	32.346	0.133	0.934	6000.0
130	11.665	39.969	5.111	38.634	0.136	0.91	6000.0
131	10.539	36.104	4.692	36.989	0.137	0.918	6000.0
132	12.271	41.972	5.305	41.772	0.157	0.896	6000.0
133	12.378	42.457	5.121	41.431	0.186	0.897	6000.0
134	12.85	43.984	5.34	40.059	0.175	0.902	6000.0
135	10.364	35.691	4.239	35.607	0.13	0.918	6000.0
136	11.607	39.846	4.533	36.995	0.156	0.913	6000.0
137	10.905	37.3	4.489	34.98	0.145	0.931	6000.0
138	10.456	35.713	4.352	35.331	0.141	0.927	6000.0
139	11.328	38.744	4.82	37.252	0.174	0.92	6000.0
140	10.773	36.95	4.145	31.547	0.145	0.937	6000.0
141	11.742	40.091	4.919	37.236	0.157	0.915	6000.0
142	11.795	40.47	4.928	38.71	0.166	0.909	6000.0
143	12.465	42.739	5.271	41.212	0.161	0.896	6000.0
144	11.243	38.521	4.676	36.338	0.145	0.91	6000.0
145	12.131	41.591	4.806	39.386	0.173	0.909	6000.0
146	11.729	40.247	4.881	38.868	0.177	0.905	6000.0
147	12.093	41.426	5.226	39.858	0.174	0.906	6000.0
148	11.09	37.921	4.597	36.53	0.155	0.918	6000.0
149	12.09	41.34	4.779	38.725	0.171	0.907	6000.0
150	14.043	47.926	5.636	43.812	0.205	0.887	6000.0
151	12.808	44.008	4.952	40.221	0.191	0.9	6000.0
152	13.811	47.166	5.699	44.068	0.2	0.873	6000.0
153	10.499	35.922	4.365	36.187	0.139	0.916	6000.0
154	11.626	39.866	4.614	37.347	0.153	0.907	6000.0
155	11.472	39.434	4.64	37.653	0.17	0.903	6000.0
156	10.596	36.283	4.267	33.296	0.134	0.93	6000.0
157	11.342	38.751	4.632	36.158	0.148	0.918	6000.0
158	11.426	39.34	4.66	37.663	0.156	0.91	6000.0
159	12.141	41.567	4.813	38.086	0.157	0.908	6000.0
160	11.275	38.533	4.59	38.138	0.147	0.908	6000.0
161	12.912	44.143	5.361	42.457	0.177	0.886	6000.0
162	12.264	42.266	4.936	38.069	0.184	0.9	6000.0
163	12.949	44.316	5.193	40.579	0.18	0.903	7000.0
164	11.823	40.521	5.022	40.041	0.156	0.906	6000.0
165	12.845	43.928	5.182	41.955	0.175	0.89	6000.0
166	10.238	35.22	3.982	32.849	0.132	0.934	6000.0
167	10.526	36.028	4.42	33.609	0.155	0.924	6000.0
168	11.992	40.839	4.854	39.002	0.166	0.906	6000.0
169	12.534	42.928	5.074	39.966	0.2	0.9	6000.0
170	11.672	40.109	4.772	37.379	0.177	0.917	6000.0
171	11.946	40.892	4.801	38.931	0.187	0.902	6000.0
172	12.131	41.609	4.866	39.469	0.171	0.904	6000.0
173	8.727	29.949	3.492	28.825	0.126	0.941	6000.0
174	11.74	40.201	4.732	37.402	0.19	0.914	6000.0
175	10.929	37.512	4.378	36.972	0.154	0.916	6000.0
176	12.575	43.065	5.039	41.707	0.164	0.895	6000.0
177	10.752	36.916	4.533	37.245	0.146	0.913	6000.0
178	12.253	42.06	5.055	40.329	0.175	0.893	6000.0
179	10.29	35.272	4.254	34.539	0.134	0.926	6000.0
180	11.027	37.812	4.395	36.039	0.169	0.918	6000.0
181	12.762	43.841	5.06	39.971	0.202	0.908	6000.0
182	11.283	38.445	4.592	37.095	0.156	0.911	6000.0
183	13.869	47.53	5.624	44.534	0.2	0.872	6000.0
184	12.942	44.391	5.331	41.921	0.189	0.893	6000.0
185	11.743	40.18	4.892	39.032	0.182	0.909	6000.0
186	12.928	44.184	5.432	41.581	0.177	0.899	6000.0
187	10.551	36.206	4.294	33.247	0.145	0.933	6000.0
188	11.116	38.158	4.18	34.147	0.165	0.928	6000.0
189	11.416	39.049	4.687	38.262	0.168	0.908	6000.0
190	11.828	40.561	4.616	37.103	0.172	0.92	6000.0
191	10.489	36.044	4.372	34.134	0.139	0.927	6000.0
192	11.7	40.258	4.824	39.055	0.154	0.903	6000.0
193	12.777	43.791	5.22	41.794	0.182	0.893	6000.0
194	10.442	35.8	4.297	33.743	0.152	0.924	6000.0
195	13.027	44.712	5.329	42.368	0.192	0.892	6000.0
196	9.474	32.464	3.854	31.973	0.124	0.929	6000.0
197	11.991	41.041	4.874	37.584	0.188	0.91	6000.0
198	11.83	40.63	4.979	38.875	0.152	0.907	6000.0
199	13.428	46.073	5.615	43.11	0.193	0.876	6000.0
200	10.605	36.198	4.277	33.732	0.146	0.936	6000.0
201	13.213	45.262	5.447	42.773	0.181	0.887	6000.0
202	12.283	42.203	5.042	39.258	0.196	0.892	6000.0
203	12.131	41.589	4.949	38.312	0.171	0.904	6000.0
204	10.838	37.234	4.521	36.538	0.146	0.912	6000.0
205	10.2	35.175	4.013	32.878	0.167	0.929	6000.0
206	11.053	37.827	4.257	33.306	0.162	0.929	6000.0
207	11.276	38.739	4.657	36.317	0.166	0.918	6000.0
208	10.848	37.286	4.554	36.479	0.153	0.922	6000.0
209	12.083	41.472	4.958	38.902	0.163	0.902	6000.0
210	10.556	36.078	4.178	35.265	0.14	0.914	6000.0
211	11.851	40.648	4.895	39.614	0.173	0.901	6000.0
212	11.81	40.656	5.023	37.713	0.199	0.899	6000.0
213	12.824	43.946	5.128	40.831	0.185	0.905	6000.0
214	12.381	42.433	4.969	40.188	0.17	0.903	6000.0
215	11.538	39.561	4.643	36.195	0.168	0.911	6000.0
216	10.567	36.121	4.363	34.634	0.136	0.928	6000.0
217	12.081	41.308	5.173	40.707	0.172	0.893	6000.0
218	12.233	41.816	4.949	40.141	0.177	0.894	6000.0
219	12.53	42.885	5.014	38.662	0.193	0.91	6000.0
220	11.175	38.339	4.484	35.831	0.14	0.925	6000.0
221	11.662	40.01	4.852	37.137	0.156	0.913	6000.0
222	11.663	39.982	4.983	38.505	0.164	0.909	6000.0
223	13.049	44.768	5.497	44.13	0.185	0.886	6000.0
224	11.47	39.323	4.482	36.134	0.165	0.913	6000.0
225	11.733	40.128	4.847	39.151	0.164	0.902	6000.0
226	11.198	38.422	4.56	35.394	0.145	0.918	6000.0
227	10.004	34.352	4.099	33.028	0.138	0.931	6000.0
228	12.687	43.451	5.199	41.375	0.178	0.894	6000.0
229	10.772	36.942	4.324	35.301	0.131	0.924	6000.0
230	12.363	42.29	5.02	39.525	0.164	0.904	6000.0
231	10.308	35.336	4.241	32.14	0.15	0.938	10000.0
232	12.756	43.588	5.512	43.51	0.189	0.884	6000.0
233	10.924	37.497	4.259	32.828	0.16	0.925	6000.0
234	14.231	48.871	5.963	45.757	0.218	0.872	6000.0
235	13.613	46.668	5.678	43.182	0.191	0.881	6000.0
236	12.627	43.186	5.026	39.545	0.166	0.904	6000.0
237	13.576	46.459	5.35	42.381	0.204	0.886	6000.0
238	12.023	41.071	4.889	38.29	0.177	0.905	6000.0
239	12.091	41.389	5.029	39.922	0.151	0.893	6000.0
240	14.094	48.512	5.9	44.441	0.233	0.865	6000.0
241	11.884	40.712	4.921	39.702	0.159	0.904	6000.0
242	13.059	44.704	5.454	43.902	0.192	0.884	6000.0
243	11.165	38.308	4.357	35.672	0.141	0.923	6000.0
244	14.216	48.521	5.952	44.827	0.243	0.87	6000.0
245	11.638	39.892	4.839	39.053	0.161	0.904	6000.0
246	13.183	45.214	5.352	41.848	0.177	0.896	6000.0
247	13.679	46.982	5.509	44.981	0.213	0.873	6000.0
248	11.95	40.977	4.965	38.929	0.171	0.908	6000.0
249	10.879	37.208	4.607	37.255	0.153	0.916	6000.0
