NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	14.743	50.53	5.92	46.488	0.24	0.863	6000.0
2	15.674	53.854	6.236	47.239	0.269	0.858	6000.0
3	14.295	48.891	5.669	47.079	0.216	0.863	6000.0
4	15.898	54.485	6.666	52.682	0.296	0.82	6000.0
5	13.818	47.349	5.681	45.176	0.218	0.875	6000.0
6	16.247	55.762	6.447	50.082	0.288	0.846	6000.0
7	13.754	47.281	5.691	44.382	0.215	0.881	6000.0
8	14.189	48.61	6.026	46.225	0.214	0.863	6000.0
9	16.584	56.667	6.51	51.434	0.264	0.831	6000.0
10	14.776	50.596	5.72	42.758	0.236	0.88	6000.0
11	15.341	52.571	5.978	48.08	0.24	0.856	6000.0
12	15.187	52.003	6.059	47.894	0.233	0.86	6000.0
13	13.045	44.671	5.135	40.053	0.213	0.902	6000.0
14	12.523	42.801	4.962	39.856	0.187	0.902	6000.0
15	14.484	49.597	5.909	45.648	0.244	0.877	6000.0
16	15.062	51.578	5.769	46.068	0.226	0.871	6000.0
17	14.633	50.115	5.855	46.988	0.242	0.859	6000.0
18	13.877	47.605	5.212	43.0	0.221	0.881	6000.0
19	14.216	48.828	5.738	45.605	0.264	0.863	6000.0
20	14.17	48.485	5.534	43.467	0.238	0.879	6000.0
21	13.869	47.592	5.468	44.121	0.218	0.88	6000.0
22	15.072	51.623	5.91	47.276	0.254	0.861	6000.0
23	13.61	46.548	5.172	41.012	0.225	0.902	6000.0
24	14.492	49.781	5.566	45.116	0.225	0.868	6000.0
25	14.946	51.314	5.795	47.268	0.256	0.861	6000.0
26	14.645	50.186	5.892	45.962	0.238	0.87	6000.0
27	12.682	43.324	5.163	40.987	0.2	0.907	6000.0
28	14.387	49.241	5.76	46.538	0.237	0.868	6000.0
29	15.075	51.682	6.303	49.442	0.234	0.848	6000.0
30	16.262	55.677	6.249	49.649	0.266	0.857	6000.0
31	12.409	42.465	5.142	40.757	0.187	0.896	6000.0
32	14.117	48.332	5.681	46.182	0.241	0.868	6000.0
33	14.396	49.241	5.708	44.445	0.219	0.882	6000.0
34	12.625	43.34	5.02	41.596	0.2	0.896	6000.0
35	13.695	47.073	5.436	45.427	0.234	0.869	6000.0
36	14.125	48.359	5.742	44.599	0.201	0.884	6000.0
37	15.964	54.603	6.339	49.946	0.293	0.839	6000.0
38	14.803	50.698	5.636	44.738	0.218	0.87	6000.0
39	14.264	48.905	5.446	44.835	0.235	0.874	6000.0
40	14.098	48.471	5.612	44.962	0.213	0.875	6000.0
41	13.468	46.199	5.471	43.736	0.237	0.874	6000.0
42	16.037	55.0	6.48	51.195	0.261	0.836	6000.0
43	14.929	51.233	5.892	47.144	0.235	0.861	6000.0
44	15.494	53.075	6.362	47.731	0.244	0.856	6000.0
45	16.032	55.094	6.38	49.506	0.269	0.839	6000.0
46	15.787	54.071	6.485	49.056	0.228	0.852	6000.0
47	15.588	53.347	5.975	47.495	0.235	0.856	6000.0
48	15.849	54.267	6.445	48.922	0.275	0.859	6000.0
49	14.424	49.345	5.954	45.054	0.251	0.867	6000.0
50	15.721	53.674	6.265	48.703	0.253	0.853	6000.0
51	13.906	47.679	5.608	44.736	0.236	0.871	6000.0
52	15.875	54.442	6.476	51.206	0.295	0.836	6000.0
53	13.859	47.572	5.553	45.972	0.23	0.863	6000.0
54	13.437	46.03	5.388	44.21	0.214	0.884	6000.0
55	13.42	46.036	5.224	42.88	0.202	0.885	6000.0
56	14.252	48.799	5.636	44.056	0.23	0.88	6000.0
57	14.797	50.772	5.971	45.369	0.258	0.874	6000.0
58	14.055	48.197	5.613	44.895	0.227	0.873	6000.0
59	15.037	51.472	5.753	47.263	0.233	0.866	6000.0
60	14.158	48.48	6.058	46.696	0.223	0.867	6000.0
61	15.816	54.097	6.259	47.189	0.273	0.857	6000.0
62	14.463	49.478	5.804	45.998	0.231	0.869	6000.0
63	14.24	48.818	5.516	45.24	0.232	0.877	6000.0
64	13.323	45.703	5.301	42.632	0.241	0.884	6000.0
65	16.609	56.825	6.412	49.986	0.268	0.863	6000.0
66	15.286	52.372	5.994	48.08	0.269	0.852	6000.0
67	14.416	49.271	6.027	47.341	0.214	0.868	6000.0
68	16.228	55.662	6.356	52.04	0.275	0.827	6000.0
69	14.011	47.975	5.71	45.826	0.231	0.868	6000.0
70	15.712	53.926	6.391	49.165	0.255	0.848	6000.0
71	15.091	51.816	6.153	49.705	0.241	0.842	6000.0
72	14.325	49.213	5.505	44.132	0.232	0.879	6000.0
73	13.376	45.863	5.699	44.354	0.212	0.876	6000.0
74	15.305	52.542	6.359	51.103	0.25	0.836	6000.0
75	15.956	54.529	6.195	49.015	0.269	0.852	6000.0
76	16.082	55.053	6.138	49.128	0.282	0.841	6000.0
77	14.491	49.809	5.914	46.018	0.243	0.865	6000.0
78	16.971	58.227	6.798	53.276	0.296	0.829	6000.0
79	13.637	46.646	5.207	43.244	0.211	0.879	6000.0
80	16.367	56.175	6.387	50.054	0.293	0.837	6000.0
81	14.188	48.632	5.562	45.387	0.212	0.873	6000.0
82	14.681	50.229	5.446	44.243	0.253	0.876	6000.0
83	13.18	45.098	5.471	44.173	0.192	0.888	6000.0
84	14.589	49.9	5.68	44.529	0.259	0.875	6000.0
85	15.122	51.807	6.221	49.855	0.254	0.848	6000.0
86	15.792	54.178	6.742	50.933	0.295	0.834	6000.0
87	13.756	47.19	5.409	44.257	0.217	0.882	6000.0
88	14.038	47.939	5.585	45.759	0.218	0.869	6000.0
89	15.114	51.723	6.173	48.239	0.243	0.854	6000.0
90	14.889	51.109	6.093	49.67	0.235	0.85	6000.0
91	14.571	49.772	6.082	47.308	0.238	0.86	6000.0
92	13.217	45.213	5.221	42.645	0.205	0.894	6000.0
93	13.152	44.998	5.1	41.958	0.204	0.896	6000.0
94	14.148	48.53	5.474	44.517	0.215	0.875	6000.0
95	16.104	55.24	6.518	50.741	0.285	0.843	6000.0
96	14.874	50.86	5.974	46.709	0.231	0.867	6000.0
97	15.151	51.662	6.102	48.193	0.24	0.858	6000.0
98	12.742	43.704	4.863	40.095	0.201	0.899	6000.0
99	13.665	46.888	5.426	44.12	0.214	0.874	6000.0
100	13.333	45.861	5.046	41.852	0.215	0.885	6000.0
101	14.958	51.146	5.969	48.221	0.241	0.851	6000.0
102	13.877	47.583	5.496	44.988	0.224	0.865	6000.0
103	15.863	54.145	6.403	49.336	0.271	0.849	6000.0
104	14.355	49.23	5.501	44.949	0.241	0.879	6000.0
105	13.0	44.519	5.044	42.349	0.194	0.882	6000.0
106	13.953	47.767	5.474	44.713	0.201	0.877	6000.0
107	15.112	51.797	5.836	48.14	0.27	0.856	6000.0
108	13.602	46.702	5.589	43.958	0.209	0.884	6000.0
109	15.498	53.095	6.132	48.631	0.255	0.855	6000.0
110	13.908	47.55	5.437	42.74	0.253	0.885	6000.0
111	15.231	52.133	6.17	50.274	0.258	0.842	6000.0
112	13.989	47.924	5.845	47.16	0.223	0.866	6000.0
113	17.634	60.446	7.156	56.109	0.31	0.807	6000.0
