NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	9.727	33.459	3.912	31.186	0.127	0.938	6000.0
2	10.324	35.55	4.457	33.933	0.132	0.93	6000.0
3	8.96	30.665	3.933	33.132	0.109	0.927	6000.0
4	11.881	40.832	4.771	38.036	0.159	0.913	6000.0
5	9.608	32.904	4.153	33.12	0.11	0.932	6000.0
6	11.359	39.071	4.721	37.47	0.167	0.908	6000.0
7	9.769	33.617	4.121	32.317	0.109	0.943	6000.0
8	9.654	33.159	4.017	30.691	0.109	0.941	6000.0
9	10.168	34.796	4.491	35.433	0.104	0.928	6000.0
10	8.967	30.696	3.564	26.704	0.111	0.959	6000.0
11	8.638	29.681	3.598	29.738	0.112	0.943	6000.0
12	9.691	33.075	4.126	32.752	0.112	0.935	6000.0
13	9.561	32.858	3.879	30.514	0.114	0.945	6000.0
14	8.776	30.025	3.676	29.522	0.087	0.947	6000.0
15	9.767	33.4	4.248	32.689	0.107	0.936	6000.0
16	10.041	34.393	4.238	33.999	0.122	0.921	6000.0
17	10.311	35.321	4.258	34.423	0.138	0.918	6000.0
18	9.274	31.771	3.574	28.87	0.105	0.948	6000.0
19	10.647	36.356	4.682	36.12	0.136	0.924	6000.0
20	9.246	31.682	3.778	29.799	0.115	0.95	6000.0
21	10.054	34.563	3.992	32.588	0.127	0.933	6000.0
22	9.347	32.009	3.788	30.528	0.123	0.946	6000.0
23	9.532	32.722	3.893	31.171	0.109	0.944	6000.0
24	9.697	33.411	3.947	32.619	0.115	0.932	6000.0
25	10.763	36.97	4.422	36.418	0.134	0.921	6000.0
26	10.349	35.398	4.481	35.373	0.12	0.924	6000.0
27	9.015	30.965	3.701	29.912	0.111	0.95	6000.0
28	9.484	32.49	4.108	33.077	0.129	0.934	6000.0
29	8.634	29.619	3.629	29.713	0.107	0.939	6000.0
30	10.866	37.144	4.623	36.426	0.14	0.924	6000.0
31	8.715	29.809	3.663	28.975	0.082	0.947	6000.0
32	9.572	32.708	4.069	33.17	0.099	0.932	6000.0
33	8.688	29.675	3.488	27.25	0.116	0.957	6000.0
34	7.984	27.342	3.259	27.106	0.093	0.955	6000.0
35	8.987	30.952	3.801	32.089	0.126	0.935	6000.0
36	8.577	29.424	3.584	28.096	0.093	0.951	6000.0
37	11.241	38.511	4.831	38.29	0.145	0.908	6000.0
38	9.804	33.656	4.013	32.078	0.107	0.934	6000.0
39	10.388	35.292	4.087	32.923	0.154	0.916	6000.0
40	8.952	30.74	3.719	29.819	0.092	0.94	6000.0
41	9.872	33.866	4.056	32.609	0.119	0.935	6000.0
42	10.754	36.78	4.617	36.283	0.124	0.925	6000.0
43	9.649	33.082	3.815	30.462	0.127	0.941	6000.0
44	9.994	34.217	4.159	31.934	0.128	0.934	6000.0
45	10.378	35.733	4.603	35.39	0.121	0.918	6000.0
46	9.446	32.304	4.149	32.553	0.1	0.934	6000.0
47	11.108	37.935	4.502	35.571	0.127	0.92	6000.0
48	10.051	34.631	4.101	33.075	0.143	0.924	6000.0
49	9.303	31.893	3.831	29.55	0.115	0.942	6000.0
50	8.726	29.843	3.521	27.694	0.103	0.954	6000.0
51	7.987	27.354	3.272	26.712	0.093	0.953	6000.0
52	10.691	36.589	4.76	38.15	0.137	0.914	6000.0
53	9.623	33.034	3.81	31.69	0.118	0.931	6000.0
54	8.76	30.118	3.691	30.467	0.093	0.943	6000.0
55	8.6	29.577	3.545	29.334	0.08	0.947	6000.0
56	10.103	34.636	4.155	32.861	0.117	0.935	6000.0
57	9.538	32.832	4.137	31.994	0.124	0.936	6000.0
58	9.351	32.028	3.953	31.66	0.121	0.934	6000.0
59	9.933	34.038	3.73	31.223	0.122	0.935	6000.0
60	9.067	31.065	3.993	31.197	0.102	0.947	6000.0
61	10.518	36.014	4.181	32.906	0.14	0.932	6000.0
62	8.54	29.402	3.423	28.248	0.101	0.946	6000.0
63	8.886	30.435	3.461	28.956	0.113	0.944	6000.0
64	10.38	35.672	4.086	33.108	0.128	0.932	6000.0
65	11.935	40.881	4.948	38.841	0.165	0.905	6000.0
66	10.044	34.441	3.966	31.911	0.126	0.936	6000.0
67	8.828	30.313	3.501	28.324	0.114	0.95	8000.0
68	11.191	38.208	4.459	36.396	0.143	0.909	6000.0
69	10.071	34.406	4.465	35.852	0.111	0.92	6000.0
70	10.1	34.549	4.378	33.386	0.115	0.927	6000.0
71	9.241	31.659	3.934	31.922	0.112	0.936	6000.0
72	9.193	31.569	3.623	29.61	0.114	0.947	6000.0
73	8.987	30.95	3.756	29.673	0.115	0.936	6000.0
74	10.547	36.3	4.282	34.872	0.144	0.922	6000.0
75	10.031	34.332	4.147	32.469	0.131	0.939	6000.0
76	10.372	35.632	4.095	33.042	0.142	0.931	6000.0
77	8.928	30.499	3.743	29.132	0.098	0.945	6000.0
78	10.176	34.942	4.36	34.873	0.145	0.925	6000.0
79	8.746	29.976	3.341	28.202	0.105	0.949	6000.0
80	9.768	33.432	4.117	32.781	0.132	0.932	6000.0
81	9.993	34.231	4.008	32.713	0.102	0.938	6000.0
82	9.874	33.907	3.883	31.378	0.137	0.939	6000.0
83	7.954	27.24	3.082	25.577	0.085	0.958	6000.0
84	10.54	36.106	4.544	35.993	0.15	0.92	6000.0
85	7.815	26.868	3.23	26.08	0.104	0.955	6000.0
86	9.206	31.685	3.91	30.606	0.128	0.938	6000.0
87	8.807	30.27	3.791	30.575	0.103	0.945	6000.0
88	7.931	27.098	3.309	27.462	0.092	0.948	6000.0
89	9.685	33.184	4.016	31.495	0.103	0.941	6000.0
90	10.048	34.333	4.107	33.42	0.11	0.931	6000.0
91	9.98	34.138	4.283	33.848	0.133	0.93	6000.0
92	8.341	28.531	3.517	28.418	0.091	0.956	6000.0
93	9.684	33.097	4.03	33.046	0.104	0.935	6000.0
94	9.157	31.47	3.818	31.353	0.104	0.938	6000.0
95	10.568	36.316	4.488	35.76	0.138	0.909	6000.0
96	8.627	29.559	3.45	27.767	0.111	0.954	6000.0
97	9.277	31.851	3.877	31.023	0.123	0.94	6000.0
98	9.048	31.021	3.685	30.0	0.103	0.943	6000.0
99	8.442	28.975	3.39	27.847	0.1	0.948	6000.0
100	8.226	28.23	3.329	27.331	0.083	0.954	6000.0
101	9.27	31.571	3.802	30.645	0.115	0.938	6000.0
102	10.271	35.323	4.135	34.905	0.133	0.918	6000.0
103	10.92	37.444	4.656	36.276	0.143	0.914	6000.0
104	8.947	30.85	3.595	29.952	0.107	0.942	6000.0
105	8.73	29.878	3.432	28.98	0.088	0.947	6000.0
106	8.481	29.159	3.453	28.464	0.091	0.954	6000.0
107	10.527	36.046	4.292	35.5	0.14	0.921	6000.0
108	8.78	30.213	3.646	28.585	0.104	0.954	6000.0
109	10.499	35.889	4.345	34.241	0.14	0.925	6000.0
110	8.522	29.27	3.329	26.566	0.107	0.959	6000.0
111	10.659	36.629	4.36	36.39	0.125	0.919	6000.0
112	9.712	33.329	4.263	34.473	0.134	0.924	6000.0
113	12.215	41.939	4.905	38.019	0.17	0.906	6000.0
114	10.491	35.868	4.342	34.266	0.132	0.925	6000.0
115	11.065	37.911	5.068	39.165	0.147	0.908	6000.0
116	8.67	29.62	3.702	30.273	0.107	0.937	6000.0
117	10.161	34.754	4.343	33.004	0.124	0.932	6000.0
118	8.148	28.011	3.335	27.822	0.086	0.952	6000.0
119	8.913	30.5	3.57	28.375	0.115	0.951	6000.0
120	9.258	31.658	3.97	31.958	0.101	0.941	6000.0
121	8.996	30.748	3.744	31.096	0.104	0.942	6000.0
122	8.283	28.289	3.48	27.473	0.098	0.952	6000.0
123	9.219	31.686	4.062	33.508	0.098	0.933	6000.0
124	10.143	34.614	4.558	34.865	0.117	0.928	6000.0
125	9.849	33.699	4.068	32.012	0.121	0.94	6000.0
126	10.869	37.269	4.65	35.793	0.132	0.92	6000.0
127	9.076	31.073	3.784	29.772	0.113	0.948	6000.0
128	10.613	36.334	4.495	33.684	0.124	0.935	6000.0
129	8.432	28.762	3.345	26.829	0.1	0.95	6000.0
130	8.682	29.798	3.868	30.045	0.094	0.946	6000.0
131	9.113	31.192	3.957	31.254	0.102	0.943	6000.0
132	9.726	33.183	4.14	32.378	0.11	0.937	6000.0
133	10.341	35.432	4.39	35.515	0.123	0.926	6000.0
134	10.457	35.856	4.688	34.987	0.129	0.927	6000.0
135	7.619	26.035	3.376	28.384	0.074	0.944	6000.0
136	9.76	33.561	4.129	33.639	0.119	0.927	6000.0
137	8.165	28.039	3.418	26.939	0.097	0.956	6000.0
138	9.335	31.907	3.885	31.662	0.097	0.94	6000.0
139	9.564	32.783	4.099	32.413	0.117	0.938	6000.0
140	7.727	26.44	2.978	23.0	0.093	0.967	6000.0
141	8.562	29.311	3.745	28.472	0.094	0.95	6000.0
142	9.504	32.603	4.047	31.688	0.125	0.937	6000.0
143	9.237	31.855	3.668	29.93	0.112	0.937	6000.0
144	9.07	31.003	3.943	30.237	0.099	0.938	7000.0
145	8.727	29.864	3.642	29.746	0.11	0.948	6000.0
146	9.612	32.868	4.044	32.361	0.136	0.931	6000.0
147	10.528	36.053	4.458	34.666	0.139	0.93	6000.0
148	9.918	33.848	4.218	33.505	0.113	0.932	6000.0
149	10.04	34.424	3.953	31.992	0.127	0.932	6000.0
150	11.637	39.917	4.928	38.217	0.141	0.912	6000.0
151	10.059	34.451	4.074	33.088	0.126	0.932	6000.0
152	9.961	34.098	4.125	32.38	0.118	0.937	6000.0
153	9.192	31.527	3.865	31.306	0.107	0.942	6000.0
154	9.677	33.179	3.943	31.612	0.1	0.938	6000.0
155	8.145	27.851	3.235	25.725	0.104	0.959	6000.0
156	9.195	31.41	4.008	30.828	0.107	0.944	6000.0
157	8.998	30.702	3.833	29.505	0.097	0.944	6000.0
158	9.285	31.96	3.801	31.251	0.106	0.939	6000.0
159	9.941	33.934	4.144	32.629	0.111	0.935	6000.0
160	8.617	29.58	3.385	28.476	0.094	0.951	6000.0
161	9.999	34.455	4.171	33.919	0.116	0.917	6000.0
162	9.464	32.588	4.185	31.941	0.127	0.924	6000.0
163	9.948	34.025	4.283	33.817	0.135	0.932	6000.0
164	9.027	30.888	3.745	30.186	0.1	0.938	6000.0
165	9.849	33.649	3.966	32.22	0.118	0.94	6000.0
166	7.612	26.083	3.032	24.929	0.082	0.964	6000.0
167	8.627	29.559	3.457	26.397	0.103	0.957	6000.0
168	8.689	29.769	3.54	28.387	0.096	0.952	6000.0
169	9.896	33.942	4.046	32.392	0.132	0.933	6000.0
170	9.326	31.975	3.935	31.235	0.109	0.94	6000.0
171	9.776	33.353	4.088	33.093	0.128	0.928	6000.0
172	9.685	33.29	3.698	30.282	0.125	0.942	6000.0
173	7.115	24.284	2.696	21.838	0.068	0.972	6000.0
174	10.7	36.461	4.449	34.102	0.134	0.933	6000.0
175	8.631	29.576	3.43	29.123	0.105	0.945	6000.0
176	10.475	35.816	4.241	34.593	0.109	0.923	6000.0
177	8.542	29.282	3.505	28.454	0.096	0.946	6000.0
178	8.709	29.78	3.568	28.369	0.092	0.948	6000.0
179	8.744	29.974	3.782	30.665	0.094	0.942	6000.0
180	9.307	31.726	3.804	30.036	0.116	0.943	6000.0
181	10.551	36.332	4.344	34.74	0.14	0.925	6000.0
182	9.341	32.04	4.05	33.383	0.104	0.93	6000.0
183	9.491	32.566	3.794	30.872	0.122	0.94	6000.0
184	9.915	34.077	4.118	33.058	0.12	0.924	6000.0
185	9.713	33.312	4.057	33.072	0.115	0.931	6000.0
186	10.153	34.673	4.345	33.137	0.122	0.931	6000.0
187	7.905	27.102	3.417	26.01	0.093	0.955	6000.0
188	8.957	30.782	3.501	28.704	0.118	0.952	6000.0
189	9.812	33.475	4.286	34.592	0.125	0.922	6000.0
190	9.746	33.495	3.908	31.539	0.117	0.942	6000.0
191	8.09	27.781	3.273	25.632	0.086	0.96	6000.0
192	9.314	31.944	3.824	31.057	0.101	0.937	6000.0
193	10.287	35.241	4.315	35.128	0.133	0.922	6000.0
194	8.186	28.06	3.475	27.155	0.095	0.957	6000.0
195	11.25	38.684	4.747	38.131	0.144	0.912	6000.0
196	8.964	30.644	4.051	31.954	0.099	0.933	6000.0
197	9.064	30.978	3.643	28.296	0.128	0.955	6000.0
198	9.502	32.496	3.986	30.545	0.107	0.938	6000.0
199	11.053	37.844	4.919	36.939	0.143	0.91	6000.0
200	8.873	30.25	3.787	30.184	0.103	0.946	6000.0
201	10.918	37.299	4.718	36.724	0.124	0.916	6000.0
202	9.632	32.956	4.167	32.303	0.111	0.933	6000.0
203	9.413	32.201	3.868	30.89	0.114	0.939	6000.0
204	9.127	31.3	3.762	30.636	0.111	0.936	6000.0
205	8.258	28.284	3.236	26.269	0.111	0.957	6000.0
206	9.258	31.533	3.703	28.89	0.115	0.945	6000.0
207	9.409	32.121	3.942	30.254	0.121	0.944	6000.0
208	8.908	30.701	3.736	29.633	0.1	0.946	6000.0
209	9.729	33.225	4.108	32.401	0.118	0.936	6000.0
210	8.039	27.449	3.246	27.472	0.095	0.947	6000.0
211	10.489	35.973	4.273	34.584	0.131	0.929	6000.0
212	9.929	33.926	4.359	31.599	0.136	0.939	6000.0
213	10.375	35.312	4.401	34.14	0.134	0.924	6000.0
214	9.714	33.358	4.051	33.258	0.112	0.929	6000.0
