NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.443	31.236	2.747	25.718	0.147	0.958	6000.0
2	5.022	29.222	2.914	24.441	0.109	0.963	6000.0
3	4.167	22.826	2.042	18.239	0.086	0.982	6000.0
4	5.309	30.068	2.467	21.964	0.147	0.974	6000.0
5	4.643	26.291	2.063	18.205	0.154	0.981	6000.0
6	4.572	25.929	2.186	18.805	0.115	0.983	6000.0
7	4.335	24.541	1.973	18.051	0.127	0.984	6000.0
8	5.161	28.588	2.513	22.146	0.126	0.979	6000.0
9	5.159	27.959	2.358	22.278	0.143	0.97	6000.0
10	5.052	28.452	2.529	23.457	0.113	0.974	6000.0
11	5.54	30.534	2.653	24.483	0.125	0.976	6000.0
12	5.845	33.271	2.824	26.022	0.16	0.967	6000.0
13	4.534	25.763	2.109	18.888	0.141	0.978	6000.0
14	5.278	29.614	2.463	23.461	0.149	0.968	6000.0
15	5.059	28.798	2.412	21.309	0.136	0.977	6000.0
16	3.978	22.212	1.809	16.468	0.107	0.985	6000.0
17	5.766	32.346	2.801	26.971	0.154	0.968	6000.0
18	4.894	27.304	2.374	20.809	0.139	0.978	6000.0
19	5.577	31.234	2.405	21.794	0.155	0.975	6000.0
20	2.947	16.906	1.312	11.69	0.076	0.993	6000.0
21	4.464	24.803	2.371	20.979	0.1	0.979	6000.0
22	6.276	35.419	2.981	27.29	0.177	0.957	6000.0
23	5.055	28.216	2.379	21.61	0.128	0.974	6000.0
24	5.502	30.845	2.496	22.794	0.154	0.971	6000.0
25	5.207	28.702	2.725	24.259	0.12	0.973	6000.0
26	3.963	21.878	1.967	17.515	0.123	0.982	6000.0
27	6.529	36.52	2.844	27.698	0.199	0.958	6000.0
28	5.263	29.389	2.38	22.908	0.156	0.971	6000.0
29	5.475	31.036	2.591	24.522	0.124	0.971	6000.0
30	4.587	25.235	2.022	16.73	0.135	0.989	6000.0
31	6.914	38.317	3.319	30.669	0.167	0.943	6000.0
32	5.676	31.931	2.698	24.992	0.146	0.967	6000.0
33	4.95	27.797	2.473	22.131	0.112	0.974	6000.0
34	3.718	20.518	1.678	15.994	0.094	0.985	6000.0
35	5.814	32.053	2.777	26.36	0.184	0.961	6000.0
36	5.323	29.878	2.673	24.404	0.125	0.964	6000.0
37	4.687	26.923	2.339	21.558	0.124	0.977	6000.0
38	4.957	28.067	2.494	22.743	0.115	0.976	6000.0
39	6.079	33.758	2.897	25.844	0.153	0.964	6000.0
40	4.193	23.479	2.012	18.083	0.099	0.981	6000.0
41	3.244	18.331	1.521	13.29	0.082	0.991	6000.0
42	5.402	30.226	2.54	22.898	0.143	0.978	6000.0
43	6.023	33.645	2.749	25.614	0.168	0.964	6000.0
44	5.802	32.518	2.746	25.141	0.143	0.967	6000.0
45	6.969	38.47	3.352	30.736	0.193	0.952	6000.0
46	5.761	32.695	2.63	24.974	0.158	0.966	6000.0
47	4.997	27.446	2.515	22.984	0.095	0.97	9000.0
48	4.816	27.263	2.459	22.357	0.105	0.973	6000.0
49	6.222	35.225	2.844	25.294	0.176	0.97	6000.0
50	4.845	27.061	2.292	21.038	0.11	0.975	6000.0
51	4.23	23.736	1.976	17.013	0.113	0.984	6000.0
52	6.968	39.016	3.06	29.966	0.196	0.951	6000.0
53	6.221	35.41	3.191	28.3	0.16	0.96	6000.0
54	4.513	25.01	2.046	18.013	0.125	0.983	6000.0
55	5.095	29.003	2.33	22.405	0.135	0.975	6000.0
56	5.616	31.728	2.627	25.887	0.146	0.96	6000.0
57	5.006	27.738	2.565	23.425	0.107	0.966	6000.0
58	4.025	22.755	1.921	16.344	0.096	0.986	6000.0
59	6.229	35.206	2.825	25.652	0.185	0.971	6000.0
60	5.475	31.209	2.718	24.929	0.134	0.962	6000.0
61	5.818	31.787	3.02	26.504	0.114	0.962	6000.0
62	5.724	31.603	2.768	24.042	0.144	0.972	6000.0
63	4.708	26.053	2.352	20.769	0.108	0.97	6000.0
64	5.252	29.497	2.354	21.873	0.137	0.974	6000.0
65	5.841	32.409	2.936	27.697	0.144	0.961	6000.0
66	4.094	22.852	1.78	16.104	0.105	0.988	6000.0
